NUMEST	MEDEST	MEANEST	STDEV	HIGHEST	LOWEST	ACTUAL	FE
10	169.2	209	83.2	332.5	106.3	313.6275	.8535904
11	294.6	287.9	54.5	375	187.5	226.9	.2298031
11	191.3	181.7	43.2	220.7	81.3		5.508625
8	303.2	339.7	96.7	525.2	243.8	-225.03	1.742183
6	359.5	360.6	48.3	418.9	281.3	551.19	.5332128
5	524.5	494.9	84.3	600.2	381.4	845.17	.6113822
7	634.8	665.8	60.1	766.3	607.8	401.63	.3673126
8	477.8	481.7	51.1	536.9	402.5	-76.31	1.159711
9	100.3	109.4	128.7	319.6	-140.4	117.4691	.1711775
9	359.9	382.7	58.5	486.5	285.9	940.1501	1.612254
6	658.3	718.5	197.9	1056.6	501.7	853.3716	.2963263
1	141.4	141.4		141.4	141.4	74.075	.4761315
1	-131	-131			-131	64.7	1.493893
1	33	33		33	33	35.95	.0893939
1	40.2	40.2		40.2	40.2	42.15	.0485075
1	44.8	44.8		44.8	44.8	45.9297	.0252165
1	46.4	46.4		46.4	46.4	37.8877	.1834547
2	-2.5	-2.5	15	8.1	-13.1	-17.57	6.028
1	32.2	32.2		32.2	32.2	22.19	.3108696
1	30.1	30.1		30.1	30.1	37.7754	.2549967
4	105.7	108	8.7	120.3	100.2		
3	96.6	95.4	5.9	100.7	89	98.35	.0181159
3	104.3	97.6	13.9	106.8	81.6	48.51	.5348994
4	78.2	75.2	12.2	85.3	58.9	97.8	.2506394
2	68.8	68.8	8.6	74.9	62.7	71.18	.034593
1	67.3	67.3		67.3	67.3	66.9899	.0046077
1	74.8	74.8		74.8	74.8	102.48	.3700535
2	97.2	97.2	7.8	102.7	91.7	120.66	.241358
2	100.2	100.2	2.1	101.6	98.7	120.88	.2063872
2	126.5	126.5	10.4	133.8	119.1	132.43	.0468775
3	122.5	122.5	2.1	124.6	120.5	128.7	.0506122
4	132.5	132.4	1.1	133.5	131	133.65	.0086792
2	114.6	114.6	.4	114.8	114.3	94.65	.1740838
3	105.2	97.3	13.6	105.2	81.6	100.07	.0487643
5	86.9	88.5	21	109.5	60.3	99.6303	.1464937
3	76	77.9	4.4	82.9	74.7	77.406	.0185
1	129.5	129.5		129.5	129.5	103.73	.1989961
1	104.5	104.5		104.5	104.5	99.71	.0458373
1	74.4	74.4		74.4	74.4		
1	117.6	117.6		117.6	117.6	55.04	.5319728
2	70.6	70.6	7.5	75.9	65.2		
1	26.2	26.2		26.2	26.2	-248.7165	10.493
1	19.5	19.5		19.5	19.5	5.3957	.7232974
2							3.678666
1	45.1	45.1		45.1	45.1	48.9346	.0850244
2	392.7	392.7	55.2	431.7	353.7	402.61	.0252355
1	401.4	401.4		401.4	401.4	435.27	.0843797
2	476.1	476.1	43.2	506.7	445.6		1.156543
2	1133.8	1133.8	20.3	1148.2	1119.5		.1561168
4	1418.6	1407.9	32	1433.1	1361.5		.0501057
2	30.2	30.2	.2	30.3	30	19.3128	.3605033
3	20.7	20.6	.1	20.7	20.5	19.6685	.0498309
2	23.8	23.8	1.3	24.7	22.9	20.0144	.1590588
1	16.2	16.2		16.2	16.2		
1	30	30		30	30	46.3575	.54525
1	48.3	48.3		48.3	48.3	57.115	.1825052
3	60.7	62.2	5.7	68.5	57.3	59.225	.0242998
4	53	54	5.4	61.1	48.9	55.5	.0471698
2	52.9	52.9	1.6	54	51.8	47.43	.1034026
1	46.3	46.3		46.3	46.3	65	.4038877
3	137.3	139	8.8	148.6	131.2	160.74	.1707211
3	173.4	174.7	4.4	179.6	171.2	147.52	.1492503
2	97.5	97.5	25.5	115.6	79.5	89.48	.0822564
1	86.7	86.7		86.7	86.7	94.93	.094925
1	231.7	231.7		231.7	231.7	218	.0591282
1	233.5	233.5		233.5	233.5	168.07	.2802141
1	225.9	225.9		225.9	225.9	164.14	.2733953
1	214.8	214.8		214.8	214.8	-49.68	1.231285
1							
2	2.9	2.9	.3	3.1	2.7	3.0606	.0553793
2	3.5	3.5	.5	3.8	3.2	2.882	.1765714
2	3.3	3.3	.1	3.4	3.2	2.4917	.2449394
2	3.4	3.4	.6	3.8	3	3.7562	.1047647
3	4.3	4.3	.3	4.5	3.9	5.0321	.1702558
3	6.1	6	.5	6.4	5.5	6.4833	.0628361
4	7.9	7.9	.1	8.1	7.8	10.4537	.3232532
7	12.2	12.4	.9	13.6	11.5	12.3475	.0120902
4	15.5	15.5	.9	16.7	14.6	15.13	.023871
7	18.3	18.4	.6	19.4	17.8	19.3025	.0547814
8	24.2	24.8	1.8	27.8	22.9	25.41	.05
8	29.3	30	2.5	33.6	26.3	27.565	.059215
7	30.9	30.8	1.6	32.9	28.3	31.65	.0242718
5	35	35.8	2.9	39.6	33.1	34.7	.0085714
5	39.9	40.9	1.9	43.6	39.3	34.6019	.1327845
6	38.7	39	1	40.9	38.1	29.76	.2310078
2	48.6	48.6	1.8	49.9	47.4	57.18	.1765432
3	45.8	54.2	18.5	75.5	41.4	44.69	.0242358
1	109.2	109.2		109.2	109.2	75.21	.3112637
1	132.7	132.7		132.7	132.7	65.75	.5045215
2	45.3	45.3	2.9	47.3	43.2	31.51	.304415
1	38.4	38.4		38.4	38.4	39.0831	.0177891
1	25.1	25.1		25.1	25.1	31.145	.2408367
1	37.9	37.9		37.9	37.9	8.08	.7868074
4	214.3	215.9	10	227.7	207.6	236.09	.1016799
6	238.4	239.5	7.6	247.8	227.7	92.21	.6132131
8	55.2	56.6	4.8	66.9	51.3	25.69	.5346014
13	36.8	36.2	11.4	54.1	4.9	28.7399	.2190244
12	75.1	76.3	9.3	94	63.1	92.3799	.2300919
12	100.6	102.4	3.3	108.7	99.5	101.61	.0100398
11	116.5	117.1	6.8	127.4	110.1	140.7	.2077253
9	159.8	157.7	6.5	167.6	148.4	201.28	.2595745
10	207.4	207.7	8.3	226.6	198.4	246.42	.1881389
9	234.8	229.4	10.1	241	213.6	245.1	.0438671
10	233.8	233.4	4.5	240.7	226.7	240.89	.0303251
10	254	256.8	11.4	285.1	246	245.99	.0315354
10	251.8	253.5	6.6	267.4	244.9	267.21	.0611994
10	186.9	185.8	23.1	211.1	132.8	232.53	.2441413
13	278.1	279.9	14.3	302	259.2	307.81	.1068321
11	328.5	331.1	11.9	359.3	319.5	365.26	.1119026
2	47.4	47.4	2.1	48.9	45.9	44.9	.0527426
3	68.9	69	2.9	71.9	66.2	81.02	.1759071
4	93.8	93.9	3.2	97.3	90.6	91.09	.0288913
3	100.6	100.1	1.2	101	98.8	96.1995	.0437425
4	116.6	116.4	3.7	120.5	112.1	106.67	.085163
3	97.9	100	4.5	105.2	96.9	44.73	.5431052
2	89	89	1.7	90.2	87.8	96.0182	.0788562
1	118.9	118.9		118.9	118.9	124.57	.0476871
1	144.7	144.7		144.7	144.7		
1							
1							
1	2.2	2.2		2.2	2.2		
1	31.5	31.5		31.5	31.5	18.47	.4136508
1	211	211		211	211	152.15	.27891
5	55.1	55.1	3.2	59.7	52.1	52.27	.0513612
6	45.7	45.9	.5	46.7	45.4	31.92	.3015317
4	37.8	37.7	1.1	38.9	36.3	9.99	.7357143
3	40.2	39.8	2	41.5	37.6	45.18	.1238806
2	43.2	43.2	7.2	48.3	38.1	55.2199	.2782384
3	70	68.6	3.6	71.3	64.5	73.74	.0534286
2	80.6	80.6	3.3	82.9	78.2	73.14	.0925558
3	70.9	71.1	4	75.2	67.3	65.63	.07433
2	77.1	77.1	1.2	78	76.3	75.83	.0164721
2	87.7	87.7	12.1	96.2	79.1	84.31	.0386545
3	86.7	87.4	4	91.7	83.9	80.29	.0739331
2	79.6	79.6	8.3	85.5	73.7	90.06	.131407
1	102.5	102.5		102.5	102.5	103.31	.0079024
2	107	107	15.6	118	96	127.34	.1900935
2	116.2	116.2	13.6	125.8	106.6	126.2	.0860585
1	130.9	130.9		130.9	130.9	125.03	.0448434
1	188.5	188.5		188.5	188.5	198.92	.0552785
1	273.4	273.4		273.4	273.4	284.7	.0413314
2	31.7	31.7	.1	31.8	31.6	25.6385	.1912145
11	24.1	24.7	3.2	32.2	22.2	17.0059	.294361
13	20.7	21	3.2	30	17.3	17.8678	.1368213
9	23	23.2	2.5	27.6	19.7	9.9969	.5653522
14	20.4	19.6	3.6	24.4	12.2	22.166	.0865686
10	11	9.9	4.1	14.7	1.3	-3.044	1.276727
7	141	157.9	101.5	326	58	409.62	1.905106
11	671.9	647.9	127.3	793.6	323.3	734.59	.0933026
9	658.3	671.1	59.9	794.4	611.1	730.85	.1102081
5	672.6	652.7	72.7	712.1	526	533.48	.2068391
4	417.3	415	13.1	428.1	397.4	350.26	.1606518
4	142.4	148.7	40.5	203.5	106.7	142.33	
3	168.5	161.2	13.2	169.1	146	55	.6735905
4	132.3	137.1	20.4	163.8	119.8	139.8405	.0569955
2	109.8	109.8	4.5	113	106.7	70.8563	.3546785
1	13.6	13.6		13.6	13.6	50.36	2.702941
1	24.9	24.9		24.9	24.9	4.14	.8337349
1	45.2	45.2		45.2	45.2	20.14	.5544248
4	42	44	7.5	54.7	37.1	52.69	.2545238
5	120.5	114.6	18.1	130.8	83.4	142.61	.1834855
7	166.8	171.4	24.5	214.5	133	51.93	.6886691
7	87.1	86.5	9.7	99.2	73	79.35	.0889782
3	123	123.3	15	138.5	108.4	82.61	.328374
4	126.2	126.6	9.7	137.6	116.4	115.44	.0852615
4	160.8	157.4	15.8	171	137.2	129.17	.196704
5	179.4	181.7	14.5	203.2	166.8	161.4	.1003345
3	200.2	200.3	10.5	210.8	189.8	71.49	.6429071
4	187.7	185.4	16	201.4	165	141.07	.2484283
5	174.8	171	16.7	191.5	149.4	32.17	.8159611
5	150	161.1	21	184.2	140.6		
1						422.2699	.9112692
1							.3932334
2	47.6	47.6	3.7	50.2	45	48.0806	.0100966
3	78	78.9	4.7	84	74.7	-10.7293	1.137555
2	58.2	58.2	2.1	59.7	56.7	30.4003	.4776581
1	37.9	37.9		37.9	37.9	35.0739	.0745673
2	58.4	58.4	3.5	60.9	55.9	39.25	.327911
3	68.5	69.1	6.7	76.1	62.7	65.91	.0378102
5	72.6	73	3.7	76.7	68.2	74.28	.0231405
5	84.7	84	7.5	94.6	73.7	93.65	.1056671
4	101.7	101.3	2	103.1	98.6	79.09	.2223206
3	82.4	82.9	1.4	84.5	81.8	30.98	.6240291
3	48.3	44.7	9.9	52.3	33.5	49.7961	.0309752
4	56.6	59.6	11.6	75	50.3	33.2142	.4131767
4	59.3	58	6.1	63.7	49.6		
1							1.558579
1						198.42	.9358051
1	89.6	89.6		89.6	89.6	101.04	.1276786
1	4.9	4.9		4.9	4.9	31.8999	5.510184
1	19.5	19.5		19.5	19.5	16.9121	.1327128
1	24.3	24.3		24.3	24.3	10.1945	.5804732
2	20	20	4.8	23.4	16.6	19.1212	.04394
2	29.2	29.2	.2	29.3	29	27.5269	.0572979
6	43.6	45.2	7.4	59.5	37.9	40.49	.0713303
6	58.5	58.4	3	63.4	54.6	51.13	.1259829
6	57.1	58.8	3.7	65.8	56.3	39.15	.3143608
2	40.1	40.1	1.2	41	39.3	34.32	.1441396
1	184.7	184.7		184.7	184.7	174.04	.0577152
1	26.3	26.3		26.3	26.3	29.09	.1060837
3	37.6	36.9	1.8	38.3	34.9	28.86	.2324468
3	31	30.7	2.3	32.8	28.2	31.07	
2	102.3	102.3	.1	102.4	102.2	103.57	.0124145
3	113	115	3.7	119.3	112.7	132.13	.169292
4	148.4	145.4	8.6	152.1	132.8	100.92	.3199461
3	204.2	200.3	8.4	206	190.6	179.5893	.1205225
3	151.5	141.4	20.2	154.6	118.1		
1							
1							
1							
1	2.3	2.3		2.3	2.3	1.579	.3134783
1	1.8	1.8		1.8	1.8	1.5991	.1116111
1	1.5	1.5		1.5	1.5	2.1691	.4460667
2	2.8	2.8	0	2.8	2.8	2.7162	.0299286
3	4.9	5.2	.6	5.9	4.9	4.965	.0132653
5	6	6	.2	6.4	5.8	5.345	.1091667
3	5.8	6	.4	6.4	5.7	4.645	.1991379
4	6.7	6.7	.3	6.9	6.3	1.585	.7634329
2	7.3	7.3	0	7.3	7.3	6.795	.0691781
4	7.6	7.8	.8	8.9	7.1	7.41	.025
4	4.6	4.5	.4	4.9	3.9	4.44	.0347826
3	3.6	3.2	1.1	4	1.9	2.36	.3444445
4	.7	.8	.6	1.4	.2	1.25	.7857143
5	1.4	1.3	.3	1.7	.9		
1							1.16392
1							
1							
1	26.5	26.5		26.5	26.5		
1	44.9	44.9		44.9	44.9		
1	13.3	13.3		13.3	13.3	10.2236	.2313083
2	12.7	12.7	.1	12.8	12.6	11.8185	.0694095
1	22.4	22.4		22.4	22.4	20.4497	.087067
2	12.4	12.4	1.4	13.3	11.4	14.45	.1653226
3	24	25.4	4.8	30.7	21.4	16.81	.2995833
2	20	20	4.1	22.9	17.1	3.51	.8245
1	5.6	5.6		5.6	5.6	-11.11	2.983929
1	5	5		5	5	.26	.948
1	25.1	25.1		25.1	25.1	63.49	1.529482
1	34.1	34.1		34.1	34.1		
1	3.4	3.4		3.4	3.4	10.8	2.176471
1	16.6	16.6		16.6	16.6	23.79	.4331325
1	148	148		148	148	-12.8904	1.087097
1	4.9	4.9		4.9	4.9	19.0413	2.88598
2	26.3	26.3	10.9	34	18.6	39.8175	.5139734
1	48.1	48.1		48.1	48.1	48.8575	.0157484
3	52.5	51.3	3.5	53.9	47.3	56.335	.0730476
9	66.4	67.5	3.6	75.6	64.2	69.86	.0521084
10	84.3	82.2	4.7	87.4	72	90.4826	.0733405
12	94.6	95.8	4	104.9	90.6	95.3453	.0078784
12	95.3	97	8.8	117.3	85.2		
1	38.4	38.4		38.4	38.4	63.09	.6429688
1	34	34		34	34	-8.4199	1.247644
1							
1							
1							
1						342	.9097863
1	343.9	343.9		343.9	343.9		
1	32	32		32	32	33.3566	.0423938
1	36.7	36.7		36.7	36.7	11.63	.6831062
2	9.1	9.1	1.9	10.4	7.7	8.6275	.0519231
2	11.3	11.3	2.6	13.1	9.4	10.72	.0513274
3	12.6	15.5	6.8	23.2	10.6	13.79	.0944444
3	2	2.7	1.3	4.2	1.8	-2.5301	2.26505
1	-24.4	-24.4		-24.4	-24.4	-73.86	2.027049
2	-139.8	-139.8	25.8	-121.6	-158.1	-265.9888	.9026381
1	-114.8	-114.8		-114.8	-114.8	-284.24	1.475958
2			59.1		-218.6		
1	158.9	158.9		158.9	158.9	219.77	.3830711
5	307.6	295.9	26.3	322.9	265.4	247.33	.1959363
9	257.1	255.2	13	280	236.3	123.8	.5184753
5	72.3	76.2	11.5	96.5	67.5	69.56	.0378977
9	115.7	130.4	35.8	183.3	83.9	178.43	.542178
9	197.7	198.1	27.2	240.7	164	167.2	.1542742
6	149.5	119.5	64.1	169.8	26.5		
2	79.6	79.6	44.4	110.9	48.2	64.02	.1957286
2	98.6	98.6	44.7	130.2	67	19.4	.8032454
2	17.1	17.1	3.7	19.8	14.5	13.71	.1982456
1	91.6	91.6		91.6	91.6	145.52	.5886463
2	193.7	193.7	50.6	229.4	157.9	234.5103	.2106882
2	190.8	190.8	13.5	200.3	181.2	140.4	.2641509
1	166.9	166.9		166.9	166.9	126.95	.2393649
3	152.6	149.9	18	166.4	130.7	212.94	.3954128
3	244.4	249.3	11.3	262.2	241.3	247.08	.0109656
5	302.5	295.6	17.6	310.6	269.4		
1	8	8		8	8	7.2733	.0908375
1	9.4	9.4		9.4	9.4	11.5133	.2248192
1	15.8	15.8		15.8	15.8	13.84	.1240506
1	18.7	18.7		18.7	18.7	16.05	.1417112
1	20.2	20.2		20.2	20.2	21.05	.0420792
1	23.2	23.2		23.2	23.2	23.73	.0228448
1	29.2	29.2		29.2	29.2	36.78	.259589
2	40.5	40.5	4.5	43.7	37.4	15.9678	.6057333
3	38.1	37.7	.9	38.3	36.7	30.27	.2055118
1	29.9	29.9		29.9	29.9	26.4172	.1164816
1	28.9	28.9		28.9	28.9	33.4739	.1582664
1	76.8	76.8		76.8	76.8	62.1099	.1912773
1	58.1	58.1		58.1	58.1	25.11	.5678141
1	75.7	75.7		75.7	75.7	105.81	.3977543
1	107.3	107.3		107.3	107.3	128.35	.1961789
2	122.5	122.5	7.4	127.7	117.2	101.73	.169551
2	127.6	127.6	20.8	142.3	112.9	107.23	.1596395
2	95.4	95.4	6.9	100.2	90.5	89.55	.0613208
2	133.8	133.8	15.7	144.9	122.7	149.51	.117414
1	165.3	165.3		165.3	165.3	152.9542	.0746872
1	41.4	41.4		41.4	41.4	20.62	.5019324
1	77.2	77.2		77.2	77.2	10.4339	.8648459
2	77.4	77.4	6.1	81.7	73.2	82.5544	.0665943
1	77.2	77.2		77.2	77.2	65.35	.1534974
1	75.7	75.7		75.7	75.7	53	.2998679
1	80.1	80.1		80.1	80.1	84	.0486891
1	103.9	103.9		103.9	103.9	127.74	.2294514
1	118.7	118.7		118.7	118.7	131.89	.1111205
2	156.6	156.6	9.4	163.2	149.9	168.21	.0741379
1	178.1	178.1		178.1	178.1	187.39	.0521617
1	210.9	210.9		210.9	210.9	91.82	.5646278
1	82.6	82.6		82.6	82.6	73.2113	.1136646
1	71.3	71.3		71.3	71.3	8.535	.8802945
1	64.8	64.8		64.8	64.8	84.4013	.3024892
1	61.4	61.4		61.4	61.4	84.8275	.3815554
1	102.4	102.4		102.4	102.4	96.4275	.0583252
1	88.2	88.2		88.2	88.2	56.29	.3617914
1	94.4	94.4		94.4	94.4	123.6925	.3103019
2	114	114	0	114	114	137.38	.2050877
1	40.1	40.1		40.1	40.1	20.65	.4850374
1	64.4	64.4		64.4	64.4	78.6533	.2213245
2	82.3	82.3	7.5	87.6	77	89.33	.0854192
1	100.1	100.1		100.1	100.1	92.3945	.076978
1	128.1	128.1		128.1	128.1	150.57	.1754098
1	156.6	156.6		156.6	156.6	128.28	.1808429
1	67.6	67.6		67.6	67.6	77.04	.139645
1	106.8	106.8		106.8	106.8	106.9948	
1	142.4	142.4		142.4	142.4	210.4	.4775281
1	15.2	15.2		15.2	15.2	-.7542	1.049618
2			103.5				.1105805
7							.1480588
5							
3	184	186.9	12	200.1	176.6	136.96	.2556522
4	106.2	117.4	27.1	157.8	99.5	148.91	.4021657
4	130.9	130.6	5	135.8	124.7	91.31	.3024446
1	106.2	106.2		106.2	106.2	67.38	.3655367
2	103.8	103.8	6.9	108.7	99	102.83	.0093449
3	123.7	128.5	13	143.3	118.6	129.83	.0495554
2	146.6	146.6	4.7	149.9	143.3	163.75	.116985
3	138.3	138.3	9.9	148.2	128.4	117.77	.1484454
2	109.9	109.9	8.8	116.1	103.7	27.59	.7489536
2	76.5	76.5	3.5	79	74.1	-46.5	1.607843
1	79	79		79	79	67.72	.1427848
1	61.7	61.7		61.7	61.7	48.89	.2076175
13	142.1	145.6	18	177.1	122	183.7753	.2932815
13	216.6	211	35.5	270.9	148.4	154.004	.2889935
16	84	86.2	14.8	110.8	61.6	113.8839	.3557607
17	109.2	103.4	23.7	148.1	68.5	102.081	.0651923
16	107.8	106.8	8.5	117.8	95.7	132.8448	.2323265
15	116.9	119.8	12.6	138.3	93.8	125.2855	.0717323
16	101.9	103.8	9.6	133.7	93.8	125.78	.2343474
14	123.7	121.2	9.5	133.9	94.5	53.29	.5691997
13	46.5	44.9	8	56.8	29.4	11.49	.7529032
14	18.1	20.7	9.2	43.3	9.6	31.61	.7464088
11	37.5	37.7	5.2	46.6	29.8	27.64	.2629333
9	46.5	48.1	15.4	71.1	27.6		
10	28.3	32	38.8	112.3	-31.9	-76.5	3.70318
10	93.2	90.3	17	109.4	57.5	153.87	.6509657
9	273.3	267.1	50	336.1	196.2	320.69	.1733992
10	266.4	263.8	21.4	301.1	232.1		
2	150.1	150.1	2.2	151.7	148.5	177.61	.1832778
4	240.7	240	52.2	285.5	193.3	282.84	.1750727
5	293.3	278.4	24.3	297.1	245.7		8.779748
1	18.2	18.2		18.2	18.2	23.0404	.265956
1	28.6	28.6		28.6	28.6	29.5282	.0324545
1	38.4	38.4		38.4	38.4	21.9718	.4278177
1	17.9	17.9		17.9	17.9	18.0231	.0068771
1	27.4	27.4		27.4	27.4	32.4547	.1844781
1	32.7	32.7		32.7	32.7	46.2855	.4154587
1	55.9	55.9		55.9	55.9	64.895	.1609123
1	66	66		66	66	58.14	.1190909
2	62	62	1.1	62.8	61.3	75.62	.2196774
3	85.2	85.1	2.7	87.7	82.3	82.45	.032277
2	86.4	86.4	2.3	88	84.8	103.37	.196412
2	124.6	124.6	35.3	149.6	99.7	168.73	.3541734
1	151.2	151.2		151.2	151.2	147.31	.0257275
2	156	156	.4	156.3	155.8	156.97	.0062179
1	126	126		126	126	171.79	.3634127
1	167.2	167.2		167.2	167.2	211.3198	.2638744
1	167.2	167.2		167.2	167.2	179.7488	.0750526
1	376	376		376	376		7.170307
1							.3893808
3							.9107111
3							
1	2.4	2.4		2.4	2.4	1.5666	.34725
2	12.4	12.4	1.9	13.7	11	13.71	.1056452
5	17.5	18	1.8	20.9	16.3	20	.1428571
5	21.8	22.2	1.5	24.7	20.6	23.809	.092156
5	30.4	30	2.3	33.1	27.1	22.9	.2467105
4	31.9	32	1.4	33.5	30.7		
5	36.3	35.7	1.5	37	33.1	38.875	.0709366
6	47.7	48	1.7	50.9	46.5	41.35	.1331237
3	40.7	42	4.5	47.1	38.3	10.8	.7346438
2	24.2	24.2	3.6	26.7	21.6	24.42	.0090909
4	42.2	41.1	6.3	46.3	33.6	60.28	.428436
4	69.9	70.1	2.2	72.3	68.1	64.945	.070887
7	68.9	70.1	4	78.3	66.5	53.72	.2203193
7	74.8	74.5	8.1	85.1	59.4	3.11	.9584225
3	37.5	39	8.4	48.1	31.6	21.21	.4344
2	-26.9	-26.9	14.9	-16.4	-37.5	-67.71	1.5171
4	15.6	17.5	4.9	24.7	13.9	99.25	5.362179
4	66.2	64.3	8.1	72	53	39.58	.4021148
1	213.2	213.2		213.2	213.2	260.23	.220591
