NUMEST	MEDEST	MEANEST	STDEV	HIGHEST	LOWEST	ACTUAL	FE
	49.6	66.1	27.6	135.5	28.1	75.5	.5221774
20	154.3	138.9	27.9	175.8	85.4	147.91	.0414128
20	307.9	311.1	16.7	343.5	275.5	295.67	.0397207
	136.5	136.3	18.8	178.7	99.9	117.34	.1403663
	233.6	236.4	17.2	291	217.2	203.71	.1279538
	335.8	337.3	21.7	400	283	318.54	.0513996
	319.6	321.3	21.4	360.7	259.1	290.06	.092428
	307.4	311.3	14	340.1	288.5	191.16	.3781392
	305.2	305	30.3	362.3	236.4	342.1	.1209043
	370.7	436.9	110.7	626.8	331.2	590.79	.5937146
	415	414.3	17.3	448.2	372.6	345.99	.1662892
20	345.6	346.1	13	375.1	317.3	260.13	.247309
	255.8	262.4	33.4	347	211.4	380.75	.4884675
	372.5	375.8	31.3	452	324.3	411.09	.1035973
	429.1	430.9	13.5	465.4	411.4	409.87	.0448147
1	36.1	36.1		36.1	36.1	35.1381	.0266454
3	38.8	38.4	.8	38.8	37.5	41.515	.0699742
5	42.5	43.4	1.7	46.2	42.1	54.55	.2835294
5	54.8	53.7	2.7	56.7	49.9	54.76	
4	72.9	69.5	6.7	72.9	59.5	64.76	.1116598
6	55.2	56.3	2.5	61.4	55.2	50.475	.0855978
5	41	40.9	1.7	43.5	39	41.5	.0121951
5	39	39.1	1.4	41.5	38	18.5	.525641
6	18	15.6	6.2	18.5	3	-76	5.222222
5	-42.5	-38.9	8	-24.5	-42.5	-15	.6470588
6	23.5	21.4	10.8	29	0	35.5	.5106383
4	33	32	2	33	29	20.5	.3787879
3	23	22.5	.9	23	21.5	26.5	.1521739
3	28	28.2	.3	28.5	28	52	.8571429
4	34.8	33.1	3.4	35	28	79.6	1.287356
4	50	50.9	13	66	37.5	24.85	.503
2	-72.8	-72.8	.4	-72.5	-73	-489.6	5.725275
2	53.6	53.6	7.6	59	48.3	16.6	.6902985
2	127.1	127.1	4	129.9	124.3	140.55	.1058222
3	105	107.6	8.6	117.2	100.5	126.8	.207619
1	137.5	137.5		137.5	137.5	159.2	.1578182
2	138.6	138.6	6.2	143	134.2	2.5	.9819625
2	144.8	144.8	5.7	148.8	140.7	81.4	.4378453
3	45.4	51.4	18.1	71.7	37	42.75	.05837
6	82.6	82.4	1.1	83.8	81	71.6	.1331719
7	162.5	140.1	31.5	168	102.3	155.6495	.0421569
9	130	132.2	7	149.9	127	157.4	.2107692
8	177	180.2	10.7	198	169.5	183.8	.0384181
8	188.5	189.1	4.5	197.6	182.5	214.9	.140053
7	255.5	251.2	20.4	277.5	222.5	277.9	.0876712
6	257.3	255.7	8.8	269	244.1	285.11	.1080839
7	271.3	271.8	12.7	294.3	252.3	267.91	.0124954
6	281.7	282.8	15.5	309.5	263.5	266.86	.0526802
5	277.6	279.4	4.1	285.6	275.8	225.69	.1869957
4	-146.2	-145	3.2		-147.4	-151.72	.0377565
3	54	45.4	14.9	54	28.2	88.8891	.6460944
2	211.7	211.7	23.5	228.3	195.1	194.88	.0794521
1	8.6	8.6		8.6	8.6	12.8	.4883721
3	11.6	11.7	.4	12.2	11.4	13.2	.137931
1	14	14		14	14	15.4	.1
3	11	10.8	.7	11.4	10.1	14.3	.3
6	7	8.5	3.3	14.5	6.1	6	.1428571
7	7.8	7.7	.6	8.7	6.9	9.2	.1794872
7	8.8	8.7	.9	9.5	7.2	9.4	.0681818
11	11.3	11.3	1.3	13.9	8.6	7.8	.3097345
9	11.9	11.7	1.8	14	8.7	3.7	.6890756
1							.1179286
2	16.8	16.8	1.8	18	15.5	14	.1666667
2	27.2	27.2	2.5	29	25.5	-72.5	3.665441
2	10.2	10.2	9.5	17	3.5	-7.5	1.735294
1	66	66		66	66	12.5	.8106061
1	92	92		92	92	84.75	.0788044
1	106.5	106.5		106.5	106.5	139.55	.3103286
1	272	272		272	272	270.15	.0068015
1	307.5	307.5		307.5	307.5	310.35	.0092683
1	298.5	298.5		298.5	298.5	142.35	.5231156
2	250.5	250.5	118.8	334.5	166.5	277.3	.106986
3	188	188	2.5	190.5	185.5	139.7495	.2566516
1	190.5	190.5		190.5	190.5	111.75	.4133858
1	144.8	144.8		144.8	144.8	113.9	.2133978
2	206.2	206.2	15.5	217.1	195.2	190.55	.0758972
3	231.6	229.8	14.5	243.3	214.5	219.25	.0533247
3	265.5	268.9	26.4	296.8	244.4	614.6	1.314878
3	338	316.4	42.4	343.5	267.5	400.9	.1860947
2	409.7	409.7	22.6	425.7	393.7	427.04	.0423237
3	443	460.3	40.8	506.9	431	342.4073	.2270716
4	225.2	266	101.4	416.6	196.9	-336.51	2.494272
2	389.8	389.8	5.5	393.7	386	482.74	.23843
3	925.3	962.3	95.2	1070.4	891.1		.1599914
2	1272.5	1272.5	27.6	1292	1252.9		.0039789
1	67.5	67.5		67.5	67.5	-110.8	2.641481
1	89.1	89.1		89.1	89.1	69.25	.2227834
1	114.2	114.2		114.2	114.2	164.2	.4378284
1	340.5	340.5		340.5	340.5	94.37	.7228488
2	93	93	16.1	104.4	81.7	80	.1397849
4	70.1	70.2	2.5	72.6	68.1	70	
4	86.2	87.5	2.5	91.3	86.2	83.1	.0359629
2	61.3	61.3	3.3	63.6	59	71.7	.1696574
3	104.4	97.8	33.7	127.7	61.3	66.1	.3668582
6	137.3	131.5	16.6	151.2	109	152.66	.1118718
7	99.9	108.9	13.7	132.1	99.2	117.83	.1794795
5	109	111.7	4.1	118	108.9	116.64	.0700917
6	126	132.7	20.3	159.5	107	185.93	.4756349
3	153.4	153.7	.6	154.3	153.3	172.11	.1219687
3	151.1	156.9	12.3	171.1	148.6	152.2	.0072799
5	171.9	173.5	6.3	184	167.3	163.5	.0488656
6	99.6	98.5	13.1	111.5	75.9	83.21	.1645582
7	-54.6	-62.3	18.5	-41.8	-90.2	-114.44	1.095971
8	28.5	29.5	7.9	38	19	36.37	.2761404
7	58.1	58.7	7.4	68.2	48.6	58.1	
6	-37.7	-52	51.2	0	-116.7	-350.55	8.298409
5			41.5			-646.08	.2518504
8			106.4	-28.4		-306.34	.2711203
7	-8.8	1.1	37.8	83.4	-33.2	14.3	2.625
8	113.9	125	52	233.5	64.2	103.512	.0912028
7	62.9	64.7	29.9	118.9	25.4	34.09	.4580286
5	64.7	68	13.3	84.2	54.5	71.84	.1103555
6	43.7	52.7	27.4	107.1	32.1	101.93	1.332494
5	119.7	120.8	9.1	132.8	110	123.16	.0289056
3	83.6	83.8	3.2	87.1	80.7	169.09	1.022608
3	37.5	52.1	32.7	89.6	29.2	26.57	.2914667
2			106.8			-114.9616	.5746889
1	9.4	9.4		9.4	9.4	2.7	.7127659
3	5.6	5.8	.9	6.8	5	3.5	.375
3	5.6	5.6	1.1	6.7	4.5	-12.3	3.196429
1	1.1	1.1		1.1	1.1	-1.1	2
1	11.8	11.8		11.8	11.8	12.7	.0762712
1	20.9	20.9		20.9	20.9	30.9	.4784689
2	38	38	0	38	38	38	
1	49.4	49.4		49.4	49.4	50.9	.0303644
1	45.9	45.9		45.9	45.9	52.2	.1372549
2	56.1	56.1	.4	56.4	55.8	56.8	.0124777
5	60	60.1	1.7	62.2	58.3	57.5	.0416667
5	54.7	55.4	6.2	63.3	46.2	51.1	.0658135
6	32	34.4	4.5	41.6	30.4	33	.03125
3	32	32	0	32	32	26.4	.175
2	20.9	20.9	4.3	24	17.9	22.7	.0861244
4	39.2	38.8	2.7	41.6	35.2	51	.3010204
5	48	49.5	4.4	54.4	44.8	51.6	.075
4	46.4	44.5	5.2	48	37	18.6	.5991379
6	25.6	31.4	14.3	60.7	25.6	35.4	.3828125
5	48	48.1	4.8	54.3	42.2	46.43	.0327083
4	-40	-42.4	6.1	-38.4	-51.2	-34.47	.13825
4	29.7	28.4	4.2	32	22.4	22.21	.2521886
6	54.5	53.4	4.6	59.3	45.5	62.9	.1541284
7	84.1	85.1	8.2	99.9	74	98.33	.1692033
6	129.3	130.9	7.3	142.4	123.4	154.27	.1931168
8	191.8	193.1	6.8	205.3	183.9	205.01	.0688738
7	149	149.8	5.8	156.1	139.5	142.76	.0418792
7	36.4	36.1	7.3	47.2	24.7	74.77	1.054121
10	150	147	11.3	162.7	127.1	187.46	.2497333
9	206.7	206.6	8.6	215.2	188	204.88	.008805
10	165.5	170.1	19.7	217.5	151.3	174.87	.0566163
10	191.1	192.8	9.3	203.3	172.6	212.76	.1133438
9	231.7	231.7	8	243.5	217.4	250.28	.0801899
9	300.9	299.8	9.5	313.1	282.7	305.73	.0160518
8	267	265.6	12.4	284.8	249.2	307.74	.1525843
9	374.8	374	19.4	403	341.8	386.3	.030683
9	486.5	487.7	27.3	526.6	453.1	529.24	.087852
10	405.8	407	21.2	438.7	365.1	367.09	.0953918
10	279.7	285	27.3	325.8	246.9	312.58	.1175545
10	484.5	477.8	32.7	516.1	426.6	505.05	.0424149
11	649.3	635.8	67.8	740.5	478.7	807.06	.2429693
2	65.8	65.8	3.3	68.1	63.5	58	.118541
5	49.9	51	6.1	59.6	45.4	38	.2384769
4	54.5	58.4	7.7	69.9	54.5	49.2	.0972477
2	37.4	37.4	1.6	38.6	36.3	37.4	
4	74.9	68.9	17.6	82.8	43.1	36.5	.5126836
7	95.3	93.1	21.7	114.8	47.7	96.58	.0134313
7	84	88.5	8.8	99.8	79.4	89.76	.0685714
5	95.3	94.4	5.9	99.9	86.2	95.36	
7	95.4	89.4	14.9	108.9	72.7	73.94	.2249476
4	113.3	115.5	4.8	122.7	112.7	113.82	.0045896
4	72.9	73.7	1.7	76.2	72.6	91	.2482853
6	94.3	94.7	8	106.6	85.6	80.52	.1461294
7	9.1	10.7	8.5	25	0	34.36	2.775824
9	42.5	32.3	21.4	56.1	2.3	34.98	.1769412
8	91.1	88.5	17.9	113.5	65.4	79.16	.1310648
7	100.5	99.7	6.8	110.3	90.9	89.9899	.1045781
7	-12	-35.7	47.6	-1.9	-135.5	-25.32	1.11
4	-.9	-7.7	17.5	4.8	-33.5	.47	1.522222
8	5	8.4	14.8	38.3	-6.1	12.05	1.41
8	34.7	35	7.5	48.4	25.6	43.05	.240634
7	53.7	59	11.2	77.6	47.9	61.74	.1497207
1	0	0		0	0	-2.98	
2	-4.8	-4.8	2.7	-2.9	-6.7	-2.33	.5145833
4	8.4	8.2	7.1	15.8	0	12.0698	.4368809
5	67.5	66.8	5.3	71.9	60.8	64.3408	.046803
3	73.3	73.4	12.7	86.2	60.8	32.73	.5534788
2	16.6	16.6	3	18.7	14.4	-32.5965	2.963645
4			98.9			-423.6908	.1985596
4	15.6	15.5	.8	16.2	14.8	12.6	.1923077
6	13.7	13.7	.1	13.8	13.6	14.675	.0711679
4	17.7	17.6	.6	18.3	16.9	19.575	.1059322
4	20.1	20.3	.8	21.3	19.4	18	.1044776
8	19.4	19.3	.4	19.9	18.7	16.9	.128866
9	14	14	1.5	17.2	12.1	11.4	.1857143
10	11.2	11.3	.8	12.5	9.5	13.175	.1763393
12	15.7	16	1.5	18.3	13.5	18.975	.2085987
8	26.4	26.2	1.6	28	23.7	23.8	.0984849
11	31	30.5	2.1	33.4	26.9	32.95	.0629032
13	35.3	34.8	.9	36	33.4	26.575	.2471671
14	35.5	36.2	2.9	43	31.2	38.4	.0816901
19	40.9	41.1	1.5	43.5	38.5	44.6	.0904645
10	43	42.5	1.3	43.1	38.8	47.0625	.0944767
18	49.6	50.5	3.3	59.3	42.4	51.11	.0304435
18	44.3	45.4	3.6	58.5	42.5	42.775	.0344244
20	84.1	85.5	4.6	99.3	80.7	87.74	.0432818
19	143.1	142.8	4.1	152.3	135.1	144.71	.0112509
19	177	176.8	4.8	184.7	162.7	171.71	.029887
19	194.2	196	5.2	206.1	189.2	193.5	.0036045
19	186.6	188.2	7	201.8	170.7	189.01	.0129153
12	97	118.7	33.2	172.7	93.6	58.01	.4019588
16	83.2	84.3	4.5	92.4	76.4	87.52	.0519231
19	136.3	136.2	8.1	154.6	120.5	138.49	.0160675
15	102.9	106	20	162.7	86	100.18	.0264334
14	132.2	133.5	8.4	149.5	118.9	164.78	.2464448
12	129.6	131.3	8.6	145.3	120	135.26	.0436728
12	209.5	212.7	15.3	232.8	182.6	218.23	.0416706
10	232.8	232.6	10.2	251.2	219.2	225.45	.0315722
12	224.3	221.6	10.3	232.5	194.6	221.93	.0105662
12	271	270	6.9	280.2	256.4	258.46	.0462731
14	316.9	316.1	9.7	332.2	302.1	321.55	.0146734
15	342.8	346.8	15.5	382	329	303.27	.115315
14	336.3	334.2	10	346.4	307.7	335.77	
16	443.6	444	13.4	464	419	446.45	.0064247
14	481.1	480.4	26.2	548.1	453.2	469.76	.023571
2	10.8	10.8	.3	11	10.6	15.1	.3981481
4	34.1	35.1	3.2	39.7	32.3	35.9	.0527859
9	34.1	35.1	5.1	47.2	29.4	32.4	.0498534
7	29.4	29.8	1	31.9	28.7	23.6	.1972789
4	8.9	8.9	5.1	15	2.7	7.9	.1123596
5	11.3	10.4	2.8	12.8	5.5	14.5	.2831858
7	45	46	3.6	51.8	42.7	44.04	.0213333
7	24.3	23	5.9	30.5	12.2	16.9	.3045267
8	24.1	24.6	2.1	27.5	22.3	17.65	.2676349
7	37.9	37.1	2.7	40.9	33.6	38.81	.0240106
6	40.3	40.8	1.4	43.4	39.6	41.92	.0401985
6	23.5	23	2.1	25.2	19.6	19.31	.1782979
9	22.6	22.7	2.2	26	19.2	22.75	.0066372
7	21.2	21.5	1.1	23.5	20.3	19.19	.0948113
6	19.6	20.4	2.9	25.9	17.4	9.01	.5403062
7	25	24.6	3.2	28.5	19.2	34.38	.3752
5	29.3	29.6	1.3	31	28.1	26.21	.1054607
4	60.6	60.7	3.4	63.8	57.7	62.7	.0346535
4	39.3	40	2.5	43.6	37.7	41.11	.046056
4	22.9	22.9	5	27.4	18.5	31.23	.3637555
4	31.3	30.5	2.4	32.4	27.1	44.39	.4182109
3	42.5	42.6	13	55.7	29.7	39.69	.0661176
5	42.4	42.5	3.3	47.8	39.8	55.09	.2992924
3	57.8	52.8	11.4	60.9	39.8	54.68	.0539792
3	39.7	40.4	2.2	42.9	38.7	48.44	.2201511
3	49.7	50.5	2.4	53.2	48.7	43.45	.1257545
3	41.7	41.7	1.7	43.4	39.9	84.4	1.023981
2	125.7	125.7	.8	126.2	125.1	126.22	.0041368
2	74.7	74.7	14.9	85.2	64.1	72.82	.0251673
8	92	90.1	5.3	93.7	77.8	91.99	
9	102.3	102.2	1.8	105.8	99.8	101.28	.0099707
6	104.8	105	3.8	109	98.3	118.77	.1333015
4	142.3	144.3	8.8	155.7	137.1	141.3	.0070274
6	155.8	154.7	2.7	157.2	150.3	159.75	.025353
8	174.8	175.5	5.3	187.6	170.2	178.74	.02254
10	201.8	201.5	6.5	213.2	189.1	210.45	.0428642
7	225.5	223.5	8.5	234.1	210.9	215.61	.0438581
7	216.7	218.8	26.4	251	177.3	210.78	.0273189
7	235.4	233	6.5	240	223.8	241.8	.0271878
6	204	203.4	11.3	215.9	183.9	215.09	.0543627
6	222.7	219.9	13	232.3	199.7	219.56	.0140997
5	260.3	259.3	9	266.5	244.3	249.3	.0422589
3	206.6	205.7	14.1	219.3	191.2	219.28	.0613746
2	211.5	211.5	6.5	216.1	206.9	208.81	.0127187
2	224.4	224.4	22.3	240.2	208.6	241.27	.0751783
2	232.9	232.9	8.6	239	226.9	228.52	.0188064
2	221.4	221.4	6.4	225.9	216.8	230.08	.0392051
1	233.9	233.9		233.9	233.9	227.58	.0270201
1	120.3	120.3		120.3	120.3	113.22	.0588529
1	136.7	136.7		136.7	136.7	118.92	.1300658
1	163.8	163.8		163.8	163.8	147.9958	.0964847
2	23.8	23.8	7.2	28.9	18.7	31.1	.3067227
3	38.2	39	1.4	40.7	38.2	41	.0732984
3	33.1	33.1	0	33.1	33.1	32.1	.0302115
2	20.4	20.4	4.8	23.8	17	17.8	.127451
3	19.5	19.1	1.1	19.9	17.8	19.7	.0102564
2	-15	-15	48.8	19.5	-49.5	-47.55	2.17
2	33	33	.9	33.6	32.3	35.83	.0857576
2	20.8	20.8	.6	21.2	20.4	17.3	.1682692
1	15.4	15.4		15.4	15.4	15.5	.0064935
1	-5.4	-5.4		-5.4	-5.4	-34.55	5.398148
1	-10.3	-10.3		-10.3	-10.3	-4.42	.5708738
1	11.8	11.8		11.8	11.8		
1	24	24		24	24	19.8	.175
1	17	17		17	17	7.2	.5764706
1	5.3	5.3		5.3	5.3	8.3	.5660377
1	23.6	23.6		23.6	23.6	19.4	.1779661
1	3.3	3.3		3.3	3.3	-3.2	1.969697
1	-11.9	-11.9		-11.9	-11.9	-8.8	.2605042
1	11.6	11.6		11.6	11.6		
1	-1.9	-1.9		-1.9	-1.9		
1	-82.7	-82.7		-82.7	-82.7	-138.6	.6759371
1	4.4	4.4		4.4	4.4	-4.9	2.113636
1	1.1	1.1		1.1	1.1	-23.4	
1	4.9	4.9		4.9	4.9	3.5	.2857143
1	4.8	4.8		4.8	4.8	5.49	.14375
1	19.7	19.7		19.7	19.7	11.2	.4314721
1	2	2		2	2	-3.9	2.95
1	0	0		0	0	-16.9	
1	1.9	1.9		1.9	1.9	-8.5	5.473684
1	0	0		0	0	5.7	
2	17.1	17.1	.3	17.3	16.9	24.1	.4093567
2	21.6	21.6	4	24.5	18.8	20.2	.0648148
2	12.3	12.3	1.3	13.2	11.3	6.5	.4715447
1	11.4	11.4		11.4	11.4	14.4	.2631579
2	15.1	15.1	.8	15.7	14.6	-18.9	2.251656
1	96.3	96.3		96.3	96.3	38.99	.5951194
1	37.5	37.5		37.5	37.5	25	.3333333
1	30.5	30.5		30.5	30.5	45.65	.4967213
1	128	128		128	128	118.55	.0738281
2	153.8	153.8	13.9	163.7	144	173.2	.1261378
1	140.5	140.5		140.5	140.5	159.5	.1352313
1	150	150		150	150	127.8	.148
1	87.4	87.4		87.4	87.4	110.5	.264302
3	112.8	113.5	1.2	114.8	112.8	113.17	.0032801
2	125.3	125.3	.1	125.4	125.3	132.57	.0580208
3	149.9	144.9	8.7	149.9	134.9	158.7257	.0588773
3	173.9	174.4	5.7	180.3	168.9	184.82	.0627947
4	175.2	175.7	3.3	180	172.3	189.76	.083105
3	228.4	228.8	17.9	246.8	211.1	236.7424	.0365254
3	247.3	247	.9	247.7	245.9	254.27	.0281844
1					-196	-224	.1428571
1	-11	-11		-11	-11	249	
1	25	25		25	25	-264	11.56
1	135	135		135	135	89	.3407407
3	22.8	22.5	1.2	23.6	21.2	11	.5175439
3	22.8	25.6	10.9	37.6	16.4	26.24	.1508772
3	16.2	26	17	45.6	16.2	-129.24	8.977777
4	45.5	44.9	11.9	58.8	29.8	33.7	.2593407
3	48.4	46.4	3.8	48.8	42.1	46.36	.0421488
2	51.7	51.7	.7	52.2	51.2	49.44	.0437137
3	62.4	62.8	3	66	59.9	60.52	.0301282
4	67.1	66.9	2.9	70.2	63.2	66.34	.0113264
5	76	76.6	2	80.2	75.2	69.48	.0857895
4	17.6	18.2	4.8	24.4	13.2	23.14	.3147727
3	40.3	37.1	7	42	29.1	35.86	.1101737
5	49.2	48.9	1.5	50.2	46.4	44.64	.0926829
3	52.2	50.1	4.1	52.6	45.4	44.88	.1402299
3	56.3	56.4	.5	57	56	56.24	
3	61.7	62	4.3	66.4	57.8	73.76	.1954619
3	78.2	80.5	4.4	85.6	77.6	85.5	.0933504
4	103.6	103.6	.2	103.8	103.4	100.76	.0274131
4	102	102.4	2.6	106	99.8	100.04	.0192157
3	84.8	84.9	.7	85.6	84.3	82.81	.023467
2	82.7	82.7	3.4	85.1	80.3	82.16	.0065296
1	83.3	83.3		83.3	83.3	77.92	.0645858
3	69.7	69.6	.3	69.8	69.2	69.2644	.0062496
1	78	78		78	78	73.75	.0544872
1	75.2	75.2		75.2	75.2	40.2481	.4647859
2	23.4	23.4	1.7	24.6	22.2		
4	56.1	57.5	3.4	62.5	55.4	43.0399	.2328003
3	43.9	46.9	6.5	54.3	42.4	54.62	.2441913
1	54.3	54.3		54.3	54.3	48.5	.106814
3	40.2	40.3	.4	40.7	39.9	44.01	.0947761
1	40.2	40.2		40.2	40.2	90.04	1.239801
1	56.9	56.9		56.9	56.9	64.56	.1346221
2	44.4	44.4	1.2	45.2	43.5	53.48	.2045045
1	8.3	8.3		8.3	8.3	.8	.9036145
1	5	5		5	5	13.4	1.68
1	3.9	3.9		3.9	3.9	10.8	1.769231
1	13.7	13.7		13.7	13.7	13.9	.0145985
4	5.7	6.5	2.4	10	4.5	7.1	.245614
4	11.7	11.7	2	14.1	9.2	5	.5726496
2	10.2	10.2	12.8	19.2	1.1	3.6	.6470588
1	-35.3	-35.3		-35.3	-35.3	-15.77	.5532578
2	61.1	61.1	15.1	71.8	50.4	72.01	.1785597
5	60.9	60.5	2.1	63.6	58	60.6	.0049261
3	43.6	43.9	.5	44.5	43.6	44.2	.0137615
4	31.4	31.6	2.3	34.5	29.1	19.1	.3917198
5	21.8	22.8	3.2	28.2	20.2	23	.0550459
3	25.5	25.4	.8	26.1	24.5	26.5	.0392157
5	31.3	30.8	1.6	32.8	28.7	30.5	.0255591
3	33.1	34	1.6	35.8	33.1	31.5	.0483384
5	18.8	19.8	1.7	22.4	18.4	24.7	.3138298
5	21.5	22.1	2.6	25.9	19.7	25.1	.1674419
9	26.8	27.3	2.1	32.2	24.2	26.15	.0242537
7	6.8	9.9	5.5	18.7	6.3	4.54	.3323529
10	24.2	24	.4	24.4	23.3	22.03	.0896694
9	32.2	32.2	2.9	39.4	29.7	37.67	.1698758
4	58.1	58.2	1.5	59.8	56.6	58.33	.0039587
4	46.3	45.8	2.1	47.8	42.8	44.37	.0416847
7	52	52.7	2.9	58.2	49.2	60.84	.17
6	68.8	69.5	2.6	72.9	66.8	69.45	.0094477
7	75.2	74	3.6	77.9	67.2	62.75	.1655585
6	51.5	51.9	2.8	55.8	49.3	52.13	.012233
7	76.2	77.7	4.7	85.4	72.5	61.01	.1993438
7	100.4	97.3	8.6	104.5	78.9	112.62	.1217131
8	109.8	108.7	6.5	116.5	97.7	100.01	.0891621
8	94.8	94.8	4.9	101.3	89.6	48.7	.4862869
9	98.6	94.5	10.4	106.7	81.6	98	.0060852
8	137.7	137.8	6	150.6	130.9	125.6	.0878722
8	170.3	168.6	8.8	175.7	147.9	167.66	.0155021
9	190.1	192.2	8.2	211.6	182.9	187.5	.013677
10	202.6	203.7	5.7	215.2	194.5	204.27	.0082428
10	200.3	198.5	7.5	205.3	179.3	193.76	.032651
10	227.7	229.4	28.9	272.4	197.2	240.02	.0541063
8	253.3	257	17.5	291.1	239	161.4682	.3625416
2	275.4	275.4	51.5	311.9	239		
1	320.8	320.8		320.8	320.8	337.25	.0512781
2	270.6	270.6	1.6	271.8	269.5	217.3	.1969697
1	26.9	26.9		26.9	26.9	26.4	.0185874
2	43.1	43.1	7.1	48.2	38.1	34.1	.2088167
2	39.4	39.4	2	40.8	38	32	.1878173
1	21.7	21.7		21.7	21.7	-5.4	1.248848
1	-35.9	-35.9		-35.9	-35.9	-61.8	.7214485
1	7.6	7.6		7.6	7.6	-71.4	10.39474
1	97.2	97.2		97.2	97.2	102.92	.0588477
3	2.1	2.5	.6	3.2	2.1	2.9	.3809524
2	4.1	4.1	1.9	5.4	2.7	-38.3	10.34146
4	-4.3	-4	7.7	3.2	-10.7	-4.2	.0232558
1					-204		7.001961
6	59	59.7	2	63.2	57.5	60.6	.0271186
3	65.3	65.3	2.1	67.4	63.1	67.1	.0275651
7	70.7	70.3	1.4	71.5	67.1	72.8	.029703
6	79.4	78.8	2.8	82.1	73.7	81.9	.0314861
5	86	85.8	2.1	87.9	83.7	86.7	.0081395
8	101.8	101.4	1.3	103	99.1	104.7	.0284872
10	115.3	116.3	7.6	128.1	106	116.6	.0112749
6	104.8	106.2	5.3	116.1	100.6	67.19	.3588741
8	70.4	75.7	12.7	105.1	68.2	66.29	.0583807
6	85.9	86.5	2.4	89.8	84.2	59.04	.3126892
3	97.8	99	7.2	106.8	92.4	110.55	.1303681
3	124.6	123.1	4.4	126.6	118.2	121.11	.0280096
4	129.1	128.1	2.7	130	124.3	127.93	.0090627
3	105.2	104.4	1.4	105.2	102.7	91.73	.1280418
2	103.2	103.2	5.3	106.9	99.4	103.71	.0049419
1	55.6	55.6		55.6	55.6	70.57	.2692446
3	93.9	91.7	8.7	99.1	82.1	53.34	.4319489
4	100.6	100.8	5.9	107.8	94.1	108.54	.0789264
5	141.2	137.6	11.8	145.4	116.9	141.56	
5	183.9	181.9	14.6	198	163.4	189.8899	.0325715
7	213	211.8	6.8	222.4	204.5	209.67	.0156338
5	286.3	286.3	11.7	300.3	270.4	279.71	.0230178
5	274.6	275.5	5.1	282.1	269.5	281.69	.0258194
6	268.9	273.1	14.5	302	261.8	274.26	.0199331
3	315.7	316	1.3	317.5	314.9	165.69	.4751663
2	275.6	275.6	6	279.8	271.3	262.67	.0469158
3	252.6	269.1	41	315.7	238.9		
16	188.5	186.2	23.3	215	116	233.9999	.2413788
9	301	303.9	16.5	336	277.5	307.5	.0215947
16	348.2	348.1	9.5	365	329	308.5	.1140149
16	352	350.1	10.5	370.8	329.5	330	.0625
16	256.7	259.4	22.5	335	236.5	184.5	.2812622
20	112	112.5	16.7	139	87	113.5	.0133929
	84	87.2	9	114.5	76.5	96.5	.1488095
	167.5	157.6	24.6	182.5	110	165	.0149254
15	218	221.8	15.9	266.5	201.5	200.5	.0802752
18	120	127.4	16.8	172.5	108	128	.0666667
19	120	104.4	39.5	142.5	29	5	.9583333
14			111.1			-507.5	.0752119
20	49.7	48.4	7	60	30	25.5	.4869215
17	175.5	165.3	22.7	188	112.5	156.35	.1091168
17			57.5				.935247
20	51	51.6	9.1	72	30	41.55	.1852941
16	17.1	17	5.1	22.7	6.5	24.05	.4064327
14	75.5	86.2	28.7	157.5	65.5	77.65	.0284768
13	31.2	31.9	6.7	45	22.5	56	.7948718
14	-82.4	-81.4	13.8	-55	-108.9	-49.2	.4029126
13	60	44	23.7	69.5	12.1	-87.4	2.456667
10			15.9				.1246914
16			43.6			-146	.3715024
20	259.5	245.7	31	285.7	173.8	264.45	.0190751
	234.9	231.7	15.8	255	185.8	384.05	.6349511
	211.5	195.8	26.5	233	149	186.4	.1186761
20	250.2	253.6	21.2	309.1	217.3	274.3	.0963229
20	287.4	291.9	22.6	337.3	264	249.85	.1306541
19	289.9	289.3	41	347	225	178.25	.3851328
17	227.1	233.1	26.5	326	207.1	239.5	.0546015
18	343.3	344	24.9	402.8	293	375.95	.0951063
10	194.2	230.8	75.7	429.8	179.6	230.47	.1867662
10	181.1	182.5	34.4	249.8	120.8	90.71	.4991165
18	390.4	385.8	57.4	495.3	290.9	519.29	.3301486
18	571.1	553.4	68.7	648.1	329.1	603.7479	.0571667
15	665.4	642.1	85.3	725.5	351.9	684.5509	.028781
5	13.9	14	.9	14.8	12.7	20.96	.5079136
6	29.4	29.6	2	32.4	26.4	28.8	.0204082
5	37.9	37.6	2.5	39.4	33.3	34	.1029024
5	43	42	2.4	43.5	37.9	46.6	.0837209
6	40.5	40.3	3.1	43.5	36.2	25.1	.3802469
10	17.9	17.7	2.5	20.8	13.8	9	.4972067
10	12.8	11.6	3.7	15.3	5.8	11.5	.1015625
8	22.4	22.1	3.1	25.2	15.4	27.7	.2366071
5	51.8	49.3	9.7	60.2	33.6	55.8	.0772201
10	19.9	20.6	3	28	16.2	20.3	.0201005
14	23	21.2	4.6	26.6	12.6	8.9	.6130435
10	-18.6	-16.2	8.7	5.3	-23.8	-30.8	.6559139
10	13.7	12.9	1.4	14.3	10.5	-3.5	1.255474
7	32.4	31	3.3	33.9	26.3	27.06	.1648148
8	-56	-54.5	8	-35.1	-59.9	-76.11	.3591071
8	2.8	3.3	2.3	8.4	1.1	1.45	.4821429
7	7	7.2	2	11.5	5	9.09	.2985714
