NUMEST	MEDEST	MEANEST	STDEV	HIGHEST	LOWEST	ACTUAL	FE
2	328	328	22.6	344	312	293	.1067073
1	301	301		301	301	240.5	.2009967
2	269	269	0	269	269	212.5	.2100372
1	226	226		226	226	168	.2566372
1	215	215		215	215	203.5	.0534884
1	140	140		140	140	152	.0857143
7	60	51	25.2	80	8	310	4.166667
8	80	87	19.9	136	76	65	.1875
7	92	90.6	6	100	80	34	.6304348
8	62	52.5	20.2	72	20	-168	3.709677
2	20	20	22.6	36	4	112	4.6
5	44	39.6	12.3	51.8	22	-167.1	4.797727
3	47.9	56	28.9	88	32		16.56576
2	63.2	63.2	2.5	65	61.4	55.7	.1186709
1	51.7	51.7		51.7	51.7	131.2	1.537718
1	128.6	128.6		128.6	128.6	434.2	2.376361
1	12	12		12	12	13.899	.15825
1	25	25		25	25	-41.1	2.644
1	111	111		111	111	118.16	.0645045
1	99	99		99	99	116.23	.1740404
1	144.2	144.2		144.2	144.2	112.23	.221706
1	63.7	63.7		63.7	63.7	190.73	1.994192
2	253.5	253.5	.7	254	253	215	.1518738
1	119	119		119	119	56	.5294118
1	-55	-55		-55	-55	260	5.727273
2	21	21	0	21	21	36.5	.7380952
2	14	14	42.4	44	-16	-43	4.071429
2	69	69	14.1	79	59	72	.0434783
1	63	63		63	63	-149	3.365079
1						-601	.581579
2	103	103	0	103	103	92	.1067961
3	71	65.7	16.7	79	47	10	.8591549
1	8	8		8	8	-191	
1	24	24		24	24	30	.25
1	0	0		0	0	22.9	
1	93	93		93	93	36.1	.611828
1	73	73		73	73	-4.3	1.058904
1	47	47		47	47	5.7	.8787234
1	47	47		47	47	50.3	.0702128
1	58	58		58	58	631.82	9.893448
1	46.6	46.6		46.6	46.6	53.16	.1407725
1	50.4	50.4		50.4	50.4	46.84	.0706349
1	21.3	21.3		21.3	21.3	40.59	.9056338
3							.4935488
3	43.6	38.9	23.8	60	13.1	-18.9231	1.434016
3	10.9	28.4	30.2	63.3	10.9	12.7692	.1714862
2	15.8	15.8	7	20.8	10.9	6.9231	.5618291
1	38	38		38	38	38.884	.0232632
3	70.6	63.2	13.5	71.3	47.6	57.58	.1844193
3	73.2	74.8	3.2	78.5	72.7	74.89	.0230874
2	78	78	.6	78.5	77.6	85.7	.098718
1	88.5	88.5		88.5	88.5	-179.69	3.030396
1	69	69		69	69	57.87	.1613044
1	53	53		53	53	9.47	.8213208
1	123.7	123.7		123.7	123.7	59.7622	.5168779
2	47.4	47.4	2.5	49.2	45.6	116.87	1.465612
1	67.8	67.8		67.8	67.8	178.61	1.634366
1	230.9	230.9		230.9	230.9	338.9286	.4678588
1	171.9	171.9		171.9	171.9	215.215	.2519779
1	81	81		81	81	59.5454	.2648716
2	57.9	57.9	3.5	60.4	55.4	33.3636	.423772
2	58.6	58.6	0	58.6	58.6	6.8182	.8836485
2	-43	-43	146.1	60.4	-146.3	-156.9635	2.650314
1	9.1	9.1		9.1	9.1	17.5363	.9270659
1	16.5	16.5		16.5	16.5	53.6545	2.251788
1	57.9	57.9		57.9	57.9	40.39	.302418
1	236	236		236	236	112.9	.5216101
1	123.5	123.5		123.5	123.5	112.45	.0894737
1	153.5	153.5		153.5	153.5	148.75	.0309446
1	26.3	26.3		26.3	26.3	17.4	.338403
1	28	28		28	28	21.9	.2178571
2	31.7	31.7	0	31.7	31.7	32.1	.0126183
1	39.2	39.2		39.2	39.2	13.74	.6494898
1	36.7	36.7		36.7	36.7		
1	36.1	36.1		36.1	36.1	-158.8	5.398892
1	-138.9	-138.9			-138.9	-75	.4600432
2	22.2	22.2	31.4	44.4	0	-67.4	4.036036
3	5.6	8.4	4.8	13.9	5.6	-218.6	
3	-72.2	-68.5	39	-27.8	-105.6	-222	2.074792
1	-30.6	-30.6		-30.6	-30.6	-257.8	7.424837
1						-557.32	.8924279
3	29.9	29.7	.6	30.2	29.1	28.8864	.0338997
10	32.2	32.1	.6	32.7	30.7	32.325	.003882
7	34.4	35.3	1.7	38.2	33.8	25.5	.2587209
10	41.7	40.6	2.8	45.7	36.4	40.3	.0335731
12	40.3	40.2	.7	41.8	39	33.65	.1650124
16	39.7	40.1	2.6	46.8	36.8	20.8825	.4739924
15	22.6	27.5	9.9	48.6	19.4	22.0625	.0237832
17	30.7	30.5	1.9	32.3	23.9	33.24	.0827362
14	35.3	35.5	1.8	40.9	33.5	35.3825	
12	37.8	38	.9	39.4	36.3	32.3625	.1438492
14	42.5	41.9	1.2	43.1	39.5	36.4125	.1432353
14	41.8	42.1	2.2	49	40.3	39.7075	.0500598
13	40.3	40	1.3	42.1	37.6	43.3675	.0761166
15	49.8	49.7	2.3	53.7	46.4	43.1475	.1335843
15	49.3	49.3	2.1	53.2	44.4	39.6175	.1963996
13	45.3	45.2	2	48.4	42	47.435	.0471302
17	31.8	33.7	6.1	53.5	29	43.675	.3734277
17	60	60.7	2.9	66.5	56.3	65.8925	.0982083
17	60	61.9	3.6	69.7	58.5	59.5475	.0075417
17	66.1	66.9	6.5	86.6	55.3	67.6125	.022882
14	56.9	57.6	2.9	66	55.1	55.485	.0248682
13	60.3	60.6	7.7	77.2	45.6	41.4575	.3124793
11	46	46.9	3.4	55.1	41.5	66.455	.4446739
14	79	77.9	5.7	84.5	61.3	89.64	.1346835
12	99.8	100.3	3.3	105.5	94.4	86.01	.1381764
14	105.1	108.1	15.5	144	85.9		
1	47.4	47.4		47.4	47.4	44.3	.0654008
1	32.3	32.3		32.3	32.3	29.9	.0743034
2	15.6	15.6	0	15.6	15.6	-4.1	1.26282
1	17.8	17.8		17.8	17.8	15.4	.1348315
1	48	48		48	48	39.9	.16875
1	22.3	22.3		22.3	22.3	12.8	.426009
2	6.3	6.3	3.6	8.9	3.8	-8.56	2.35873
1	44.1	44.1		44.1	44.1	62.13	.4088435
1	70.4	70.4		70.4	70.4	70.28	
1	19.2	19.2		19.2	19.2	16.89	.1203125
2	23.9	23.9	6.9	28.8	19	28.49	.1920502
2	111.4	111.4	1	112.1	110.7	149.3635	.3407854
3	129.9	128.9	5.5	133.9	123	29.2727	.7746521
3	97	95	18.9	112.7	75.2	56.2727	.4198691
3	65.6	68.8	9.3	79.3	61.5	38.3636	.415189
3	64.2	63.8	2.1	65.6	61.5	91.1	.4190031
5	130.7	119.9	24	136.6	77.8	295	1.257077
9	47.5	99.7	123.1	356.4	-29.7	-102.01	3.147579
7	23.8	23.9	13	35.6	5.9	-201.93	9.484454
4	0	-6	11.9	0	-23.8	-57.46	
1	42.8	42.8		42.8	42.8	43.66	.0200935
2	33.3	33.3	16.8	45.2	21.4	55.45	.6651652
1	47.5	47.5		47.5	47.5	83.31	.7538947
1	59.4	59.4		59.4	59.4	83.13	.3994949
1	41.7	41.7		41.7	41.7	-285.66	7.85036
1	-23.8	-23.8		-23.8	-23.8	-30.12	.2655462
1	21.8	21.8		21.8	21.8	7.6699	.6481697
1	-13.8	-13.8		-13.8	-13.8	-303.5799	
1	43.1	43.1		43.1	43.1		
1	332	332		332	332	261	.2138554
1	337	337		337	337	258	.2344214
1	310	310		310	310	31	.9
1	64	64		64	64	-202	4.15625
1	37	37		37	37	-91.1	3.462162
1	27	27		27	27	10.2	.6222222
1	681	681		681	681	682.02	
1	50.1	50.1		50.1	50.1	32.125	.3587824
1	51.7	51.7		51.7	51.7	-10.125	1.195841
2	7.7	7.7	0	7.7	7.7	-36.875	5.788961
4	-5.1	-9.3	11.2	-1	-25.9	-134.375	
2	-58.1	-58.1	9.2	-51.6	-64.6	-72.875	.2543029
2	-5.1	-5.1	0	-5.1	-5.1	21.75	5.264706
1	9	9		9	9	-49.8375	6.5375
1	27.2	27.2		27.2	27.2	25.25	.0716912
1	85.3	85.3		85.3	85.3	228.085	1.673916
1	115.4	115.4		115.4	115.4	203.11	.760052
2	238.6	238.6	0	238.6	238.6	237.89	.0029757
3	220.9	218.5	15.3	232.4	202.2	236.64	.071254
6	256.6	259.3	11.8	280.1	246.9	316.3	.2326578
6	376.4	377.9	24.8	411.1	339.1	465.6708	.23717
1							
1							
1							
2	94.4	94.4	2.7	96.3	92.5	79.4	.1588983
2	81.4	81.4	4.2	84.4	78.4	77.5	.0479115
3	94.7	97.9	14.7	114	85.1	72.3	.2365364
2	99.6	99.6	8	105.2	93.9	95.4	.0421687
2	129.1	129.1	19.2	142.7	115.6	51.75	.599148
1	130.4	130.4		130.4	130.4	102.27	.2157209
1	143.4	143.4		143.4	143.4	127.82	.1086471
1	2.4	2.4		2.4	2.4	-8.05	4.354167
1	5	5		5	5	-14.7	3.94
1	.3	.3		.3	.3	-20.2	
1	.7	.7		.7	.7	15.65	
1	15.7	15.7		15.7	15.7	7.85	.5
1	12.8	12.8		12.8	12.8	-13.415	2.048047
1	92.5	92.5		92.5	92.5	91.31	.0128649
1	23.9	23.9		23.9	23.9	20.6	.1380753
2	59.3	59.3	.9	59.9	58.6	36.5	.3844857
2	35.3	35.3	1.7	36.5	34.1	19	.4617564
2	24.4	24.4	1.8	25.6	23.1	-3.3	1.135246
1	14.3	14.3		14.3	14.3	40.45	1.828671
1	30	30		30	30	54.83	.8276666
1	56	56		56	56		
1	36	36		36	36	60	.6666667
1	64.5	64.5		64.5	64.5	6	.9069768
1	0	0		0	0	-62.5	
1	15	15		15	15	24.5	.6333333
1	38	38		38	38	-52.65	2.385526
2	635.4	635.4	83.5	694.4	576.4		11.20333
4							.740387
5	1681.7				1503.4		.1102506
8			206.4				.215392
7	1624.6	1654	216		1441.3	744.5726	.5416887
5	1624.6	1763.3	222.3				.0730149
2							6.227814
1							3.144826
1	157	157		157	157	118	.2484076
1	196	196		196	196		7.698979
1	102	102		102	102	-620	7.078432
1	279	279		279	279	556	.9928315
1	161	161		161	161		6.598758
5	26.7	32	26.5	59.3	0	-101.01	4.783146
6	10.7	15.1	10.1	32.2	5.4	-127.22	12.88972
2	52.1	52.1	5.3	55.9	48.4	148.28	1.846065
5	112.8	111.5	8.3	120.4	100.8	189.39	.6789894
1	58.2	58.2		58.2	58.2	81.11	.3936426
2	76.7	76.7	1.9	78	75.3	22.58	.7056063
1	9.2	9.2		9.2	9.2	-116.35	13.64674
1	47.1	47.1		47.1	47.1	-93.43	2.983652
1	-43.8	-43.8		-43.8	-43.8	-56.02	.2789954
1	87.7	87.7		87.7	87.7	107.8803	.230106
1	126.1	126.1		126.1	126.1	126.0547	
1	12.8	12.8		12.8	12.8	-37.6	3.9375
1	15.6	15.6		15.6	15.6	-22.4	2.435897
1	-4.3	-4.3		-4.3	-4.3	-75	16.44186
1	14.2	14.2		14.2	14.2	4.5	.6830986
1	5.7	5.7		5.7	5.7	-88.19	16.47193
3	86.5	84.6	4.5	87.8	79.4	65.3166	.2448948
4	122.8	123.1	8.6	133.2	113.4	115.57	.0588762
1	148.3	148.3		148.3	148.3	34.61	.7666217
1	6	6		6	6	5.5133	.0811167
3							.6311467
1							.5271078
2							.1999386
2							.6076565
1							.2656692
1							.5205789
1							.6396245
1	51.3	51.3		51.3	51.3		16.33236
1	20.3	20.3		20.3	20.3	-5.7	1.280788
2	24.9	24.9	2.5	26.7	23.2	22	.1164659
2	52.3	52.3	0	52.3	52.3	13	.751434
2	75.5	75.5	0	75.5	75.5	65.63	.1307285
1	58.1	58.1		58.1	58.1	40.88	.2963856
1	40.7	40.7		40.7	40.7	21.51	.4714988
1	183	183		183	183		
1	223.2	223.2		223.2	223.2	150.9	.3239247
1	65.7	65.7		65.7	65.7	28.32	.5689498
3	239.5	250.3	18.6	271.8	239.5	212.025	.1147182
7	206.8	214.5	26	273.2	201.2	208.205	.006794
5	169	169.4	3.6	175.1	165.3	143.765	.1493195
7	296	297.7	7.7	305.8	288.4	311.23	.0514527
5	212.4	204.7	16.4	213.1	175.4	223.78	.0535782
5	352.4	348.6	8.9	353.3	332.7	361.41	.0255675
6	434.6	430	11.4	440.2	412	372.6	.1426599
7	257.9	242.8	23.8	259.6	207.5	242.59	.0593641
4	112.1	112.6	1	114.1	112.1	26.09	.7672614
5	72.9	83.8	19	113.4	70.1	46.71	.3592592
5	112.1	115.5	15.2	137.2	98.1	105.76	.0565566
6	91.8	94.5	6.3	103.7	89.4	101.09	.1011983
4	78.5	80.6	6.6	89.7	75.7	85.8199	.0932471
3	84.1	85	1.6	86.9	84.1	56.33	.3302021
3	115	112.2	4.8	115	106.6	118.53	.0306957
3	157	163.6	11.4	176.7	157	153.35	.0232484
3	201.3	201.4	4.8	206.2	196.7	194.31	.0347243
3	119.1	119.2	11.4	130.6	107.8	153.54	.2891688
3	173	175.2	37.3	213.5	139	215.25	.2442196
2	56.8	56.8	20.2	71	42.5	122.74	1.160915
2	193.6	193.6	9.6	200.4	186.8	222.8492	.1510806
2	214.8	214.8	1.7	216	213.6	209.65	.0239758
5	1689.6	1687.1			1303.9		.0286932
1	1290.3	1290.3		1290.3	1290.3	176.22	.8634271
1	9.6	9.6		9.6	9.6	-12.94	2.347917
1	55.7	55.7		55.7	55.7	56.67	.0174147
1	66.6	66.6		66.6	66.6	48.32	.2744745
1	24.3	24.3		24.3	24.3	18.86	.2238683
2	85.6	85.6	0	85.6	85.6	87.7	.0245327
1	77	77		77	77	56.4	.2675325
1	59.9	59.9		59.9	59.9	22.9	.6176962
1	39.4	39.4		39.4	39.4	32	.1878173
1	34.2	34.2		34.2	34.2	45.22	.3222222
1	8.8	8.8		8.8	8.8	-15.9	2.806818
1	27.2	27.2		27.2	27.2	-54.2506	2.994507
2	49.5	49.5	.8	50.1	49	50.7474	.0252
2	69.5	69.5	1.6	70.7	68.4	63.1989	.0906633
2	174.8	174.8	.1	174.9	174.7	187.95	.0752288
1	192	192		192	192		
1	19.2	19.2		19.2	19.2	33.7	.7552083
1	38.5	38.5		38.5	38.5	26.8	.3038961
1	22.2	22.2		22.2	22.2	22.1	.0045045
1	13.9	13.9		13.9	13.9	13.3	.0431655
1	16.7	16.7		16.7	16.7	-14.05	1.841317
2	14.4	14.4	10.7	22	6.9	8.1925	.4310764
2	14.4	14.4	1.3	15.4	13.5	10.085	.2996528
1	16.2	16.2		16.2	16.2		
4	64.3	63.8	10.1	75.7	50.9	64.97	.0104199
3	70.1	70.6	10.6	81.4	60.2		12.52211
1	63.4	63.4		63.4	63.4	116	.829653
1	132.5	132.5		132.5	132.5		
4	51.7	50.8	3.7	54.2	45.5	5.5	.893617
3	41.7	38.5	7.9	44.2	29.5	-71.5	2.714628
3	23.2	14.3	23.4	32	-12.2	-105.5	5.547414
3	-34.5	-33.6	8.7	-24.5	-41.7	18.75	1.543478
2	22.1	22.1	3.4	24.5	19.7	-62.5	3.828054
2	30.6	30.6	8.7	36.7	24.5	-1.75	1.05719
2	24.5	24.5	0	24.5	24.5	-289.75	12.82653
1	-95.7	-95.7		-95.7	-95.7	-351.25	2.670324
1	-19.7	-19.7		-19.7	-19.7	-78.25	2.972081
1	58.3	58.3		58.3	58.3	33.5	.4253859
1	37.7	37.7		37.7	37.7		
1	74.8	74.8		74.8	74.8	81.8975	.0948864
2	70.7	70.7	10.3	78	63.4	52.1775	.2619873
1	93.9	93.9		93.9	93.9	62.7	.3322684
1	77.6	77.6		77.6	77.6	64.55	.1681701
1	84.1	84.1		84.1	84.1	78.67	.064566
2	78.6	78.6	8.3	84.4	72.7		
1	72.4	72.4		72.4	72.4	34	.5303867
1	46.6	46.6		46.6	46.6	-201.8	5.330472
1	-13	-13		-13	-13		
1	82	82		82	82	46	.4390244
1	36	36		36	36	34	.0555556
2	-133.5	-133.5	2.1		-135	-208	.5580524
1	101	101		101	101	-141	2.396039
1	30	30		30	30		
1	50	50		50	50	28.3	.434
2	17.3	17.3	.5	17.6	16.9	17.4	.0057803
6	2.6	6.1	5.6	14.5	2.4	-1.8	1.692308
3	4.8	5.1	5.3	10.6	0	9.2	.9166667
7	8.7	8.9	.5	9.7	8.5	14.4	.6551724
5	9.7	9.6	.7	10.6	8.8	6	.3814433
7	6.8	7.3	1.3	10	6.4	8.9	.3088235
5	7.3	7	1.5	8.2	4.4	8	.0958904
5	9.2	9.3	1	10.9	8.2	11.2	.2173913
3	-22.1	-29.9	34.5	0	-67.7	-45.6	1.063348
4	-32	-28.1	22.8	2.4	-50.8		
1	25.5	25.5		25.5	25.5	37.3554	.4649177
3	53.5	54	1.3	55.5	53	39.4693	.2622561
4	60.7	60.2	5.4	66.3	53.2	53.1162	.124939
2	66.2	66.2	1.2	67	65.4	105.3189	.5909199
3	82.3	80.8	3.1	82.7	77.2	95.9442	.1657861
4	106.4	105.8	2.2	107.9	102.8	47.1633	.5567359
3	85.6	90.3	11.1	103	82.3	29.7353	.652625
3	91.6	88.1	11.4	97.4	75.3	124.6087	.360357
2	130.9	130.9	0	130.9	130.9	140.3903	.0725004
1	124.9	124.9		124.9	124.9	87.47	.2996798
2	61.2	61.2	9.2	67.7	54.7	-32.9792	1.538876
2	63.3	63.3	6.1	67.7	59	33.8106	.4658673
2	61.9	61.9	0	61.9	61.9	-145.0047	3.342564
2	36.3	36.3	6.6	41	31.7	25.6907	.2922672
1	80.6	80.6		80.6	80.6		
1	4.8	4.8		4.8	4.8	-6.12	2.275
1	4.8	4.8		4.8	4.8	-9	2.875
1	4.8	4.8		4.8	4.8	3.3	.3125
1	4.8	4.8		4.8	4.8	7.32	.525
1	9.7	9.7		9.7	9.7	9.59	.0113402
2	12.4	12.4	.1	12.5	12.3	8.98	.2758065
2	16.9	16.9	.1	17	16.9	18.36	.0863905
5	24.3	24	1.1	25.4	22.9	13.51	.4440329
2	14.4	14.4	1.1	15.2	13.7	11.12	.2277778
1	11.9	11.9		11.9	11.9	7.13	.4008403
1	7.6	7.6		7.6	7.6	13.74	.8078948
1	15.3	15.3		15.3	15.3		
1	22.8	22.8		22.8	22.8		
1	4.5	4.5		4.5	4.5	2	.5555556
1	3	3		3	3	-153.77	
3	79.8	84.1	7.6	92.8	79.7	75.35	.0557644
5	65.6	65.9	9.2	75	53.4	94.4	.4390244
3	112.5	104	24.1	122.8	76.8	68.5	.3911111
3	46.9	80.6	60.1	149.9	45	188.1	3.010661
2	92.3	92.3	2.1	93.8	90.9	106.56	.1544962
1	127.1	127.1		127.1	127.1	118.28	.0693942
2	48.3	48.3	6	52.5	44	6.13	.8730849
1	50.6	50.6		50.6	50.6	47.55	.0602767
1	74.2	74.2		74.2	74.2	52.935	.2865903
1	204.7	204.7		204.7	204.7	220	.0747435
2	61.7	61.7	2.7	63.7	59.8	47.6	.2285251
2	35.7	35.7	4.1	38.6	32.8	-117.8	4.29972
2	10.6	10.6	6.8	15.4	5.8	-9.4	1.886792
2	24.1	24.1	4.1	27	21.2	1.3	.9460581
1	30.9	30.9		30.9	30.9	28.32	.0834951
1	54.4	54.4		54.4	54.4	61.6191	.132704
2	75.1	75.1	2.5	76.9	73.3	68.4	.0892144
3	89.9	87.1	5.9	91.1	80.4	78.8	.1234705
3	79.2	78.8	3	81.6	75.7	37.8	.5227273
2	60.9	60.9	22.6	76.9	44.9	-54.7	1.898194
1	63.9	63.9		63.9	63.9	76.96	.2043819
1	256.8	256.8		256.8	256.8	214.67	.1640576
1	154.3	154.3		154.3	154.3	33.1109	.7854122
2	18.1	18.1	4.7	21.4	14.8	18.059	
6	23.1	23.2	2.6	26.2	19.1	27.567	.1933766
4	30.2	30.4	3.7	35.1	26.1	39.336	.3025165
7	51.6	49.5	3.6	52.6	43.8	54.886	.0636822
5	70	70.8	1.7	73.5	69.2	43.561	.3777
2	60.9	60.9	1.5	61.9	59.8	67.219	.1037603
2	65.2	65.2	3.7	67.8	62.6	48.227	.2603221
2	42.5	42.5	7.7	47.9	37	-30.038	1.706776
2	43.4	43.4	.8	44	42.9	3.829	.9117742
3	29.6	28.7	6.8	35	21.5	54.467	.8401014
3	48.3	47.2	3.8	50.3	43	37.345	.2268116
2	26.1	26.1	2.1	27.6	24.7	29.406	.1266667
2	41	41	2.1	42.4	39.5	43.01	.0490244
6	51.3	51.4	1.9	53.4	49.3	32.42	.3680312
9	53.3	53.6	4.2	60.2	48	40.55	.239212
9	43.5	46.6	9.7	65.1	38.4	23.01	.4710345
4	30.2	30.1	2.4	32.5	27.6	35.29	.168543
5	37.2	33.8	12.9	50.2	16.8	4.04	.8913978
4	18.8	16.6	8.8	23.9	4.9	34.958	.8594681
4	28.8	29.2	2.8	32.5	26.9	14.77	.4871528
4	77.7	79.5	5	86.8	75.7	107.5021	.3835534
7	117.8	119.7	5.2	127.5	114.3	141.4737	.2009652
5	38.7	38.9	2	42	36.5		
1	30.5	30.5		30.5	30.5	34.12	.1186885
1	38.2	38.2		38.2	38.2	78.38	1.051832
1	84.5	84.5		84.5	84.5	99.4	.1763314
1	114.7	114.7		114.7	114.7	124.57	.0860506
1	88.1	88.1		88.1	88.1	87.56	.0061294
1	100.1	100.1		100.1	100.1	97.43	.0266733
1	99.4	99.4		99.4	99.4	99.68	.0028169
5	134.3	138.7	10.1	154.5	130.2		
3	25.7	25.7	0	25.7	25.7	24.2	.0583658
3	23.8	23.9	.1	24	23.8	22.47	.0558824
3	23.7	24.6	4.8	29.8	20.3	-41	2.729958
3	19.9	22	7.3	30.2	16	6.69	.6638191
2	20.2	20.2	.3	20.4	20	26.34	.3039604
2	24.3	24.3	.7	24.8	23.8	10.37	.573251
4	29.1	31.1	4.5	37.8	28.2	32.08	.1024055
2	47.9	47.9	1.3	48.8	47	38.41	.1981211
4	45.3	44.5	2.7	46.8	40.6	41.31	.0880795
2	37.9	37.9	2.2	39.5	36.4	22.26	.4126649
3	27.4	28.2	2.8	31.3	25.9	36.89	.3463504
5	37.9	37.8	1.1	39.1	36.1	35.32	.0680739
4	37.3	37.9	2.1	40.9	36.2	38.89	.0426273
3	34.5	35.4	1.7	37.3	34.4	43.37	.2571014
1	43.1	43.1		43.1	43.1	42.5799	.0120673
1	44.8	44.8		44.8	44.8	56.37	.2582589
1	60	60		60	60	63.78	.063
2	55.7	55.7	2.8	57.7	53.8	59.46	.0675045
2	63.7	63.7	.1	63.8	63.7	65.27	.0246468
2	67.1	67.1	.7	67.6	66.6	54.117	.1934873
2	49.7	49.7	.4	50	49.5	52.79	.062173
4	46.2	46.8	9.1	58.5	36.2	32.1385	.3043615
1	48.6	48.6		48.6	48.6	63.3322	.3031317
3	66.6	66.5	2.1	68.6	64.4	68.191	.0238889
1	288.2	288.2		288.2	288.2	307.273	.0661797
1	243.6	243.6		243.6	243.6		
4	328.2	336.1	83.2	444.6	243.6	303.9999	.0737358
4	376.3	380.9	10.1	396	375	348.9999	.0725488
4	347.5	348.5	28.3	375	324	312.9999	.0992809
5	287	296.4	20.2	320	273	242.9999	.1533104
4	237.5	235.7	28.4	264	204	168	.2926316
5	179	173.6	25.2	202	139	160	.1061452
4	169	164.5	15.2	176	144	126	.2544379
3	144	153	24.8	181	134	132	.0833333
4	141	140.7	8.7	151	130	147	.0425532
6	149	144.7	11.3	151	122	66	.557047
4	77.5	80.2	13.7	97	69	-23	1.296774
5	41	46	10.2	57	36	40	.0243902
5	90	90.6	6.3	98	81	-135.9	2.51
4	182.5	182	4.7	186	177	186.5	.0219178
6	240.5	237.7	11.1	247	221	244.7	.0174636
6				275.9		-492.3	.0476697
4	590.4	588.4	6.2	593	579.8	524.4	.1117886
3	298	295.3	19.1	313	275	283.3	.0493289
4	386.5	385.5	8.7	395	374	391	.0116429
1	377	377		377	377	316.2	.1612732
2	264	264	7.1	269	259	76.6	.7098485
1	71	71		71	71	42.7	.3985915
4	93.5	92	19	110	71	92.3	.0128342
1	114	114		114	114	29.6	.7403509
2	70	70	18.4	83	57	-60.6	1.865714
1	63	63		63	63	130.9	1.077778
1	99	99		99	99	167.8	.6949495
2	122	122	9.9	129	115	-63.9	1.52377
2	125.5	125.5	19.1	139	112	165.9	.3219123
2	151.5	151.5	13.4	161	142	189.3	.249505
3	235.1	233.3	6.5	238.8	226.1	225.5822	.040484
3	239.6	239.5	1.3	240.7	238.2	245	.0225376
5	129	126.7	13.6	146.5	110.4	120.94	.0624806
6	316.3	315.3	20.9	348.4	288.9	168.93	.4659184
3	214.2	215.6	7.8	224	208.6	261.38	.2202614
2	8.6	8.6	0	8.6	8.6	7.1	.1744186
2	17.2	17.2	0	17.2	17.2	-25.8	2.5
1	-6.2	-6.2		-6.2	-6.2	-67.6	9.903226
1	-12.1	-12.1		-12.1	-12.1	-14.9	.231405
1	-12.4	-12.4		-12.4	-12.4	-37.64	2.035484
2	46.4	46.4	3.6	49	43.9	59.15	.2747845
1	66.2	66.2		66.2	66.2	71.7	.0830816
3	59	58.6	.8	59	57.6	38	.3559322
4	43.9	43.5	2.4	45.9	40.3	27.35	.3769932
4	33.8	32.8	3.8	36	27.4	24.3	.2810651
5	40.3	40	5.6	47.5	34.5	25.1	.3771712
6	55.5	52.9	8.5	59.5	38.4	148.81	1.681261
6	66.5	65.3	3.7	68.5	59.5	50.22	.244812
8	51.2	50.5	8	65.8	40.4	78.71	.5373047
6	98.5	92.7	19.2	109.8	56.6	233.19	1.367411
5	167.4	151.7	27.4	173	107.9	257	.5352449
3	70.1	68.1	3.9	70.6	63.6	9.14	.8696148
5	89	85.2	13	97.1	71.5	87.15	.0207865
6	169.3	174.4	15.7	205	161.8	160.7	.0507974
5	173	173.5	13.3	189.7	153.4	82.15	.5251445
2	59.2	59.2	9.5	65.9	52.5	76	.2837838
3	95.9	96.6	3.6	100.5	93.3	94.8299	.0111585
2	105.8	105.8	1.1	106.6	105	95.09	.1012287
5	118.7	117.6	5.3	122.4	109.3	104.64	.1184499
4	134.7	133.6	10.2	144.6	120.3	151.31	.1233111
4	174.8	173.1	11.3	182.7	159.8	199.16	.1393593
5	189.5	193.8	19.9	225	175.1	134.38	.2908707
5	145.6	150.6	19.3	179.1	127.5	160.35	.1013049
6	204.3	207.4	13.7	230.8	191.8	155.96	.2366128
3	191.4	184.5	12	191.4	170.6	198.71	.0381923
3	164.5	167.3	4.8	172.8	164.5	148.31	.0984195
4	46.8	65	40.2	125.1	41.1	100	1.136752
4	116.3	119.9	34.4	164.6	82.3	107.6453	.074417
2	54.9	54.9	13.7	64.6	45.2	-167.0152	4.042171
6	-118.5	-122.8	41.7	-69	-187	-216	.8227848
4	-93	-107.7	58.1	-62	-183		12.96021
3	120	113.7	14.6	124	97	7	.9416667
3	118	114	34.2	146	78	34	.7118644
2	108.7	108.7	30.8	130.5	87	112.5	.0349586
3	642.5	595.7	171.5	739	405.7	727.5	.1322957
4	765.1	831.1	174.5	1089.3	704.8		.4728794
6	711.5	721.7	92.1	833.3	635	639.8	.100773
4	407.5	413.6	73.1	506	333.5	211.6	.4807362
2	257	257	8.5	263	251	316.5	.2315175
5	-18	16.2	150.4	221.8	-122.5	-167.1	8.283334
4	161.7	158.1	32	188	121	-115.399	1.713661
4	145.4	155.6	77.4	242	89.8	148.4	.0206327
4	157	166.2	45.5	222	128.8		7.18535
1	186	186		186	186	-156.7	1.842473
1	186	186		186	186	181.1	.0263441
1	262	262		262	262	363.4	.3870229
1	128	128		128	128	132.28	.0334375
2	0	0	0	0	0	-167	
2	96.7	96.7	5.3	100.5	93	-318	4.288521
1	147	147		147	147	71.5	.5136054
1	85	85		85	85	66.5	.2176471
1	127.5	127.5		127.5	127.5	4	.9686275
1	67.8	67.8		67.8	67.8	97.2544	.4344307
1	99.5	99.5		99.5	99.5	120.0272	.2063035
1	20.9	20.9		20.9	20.9	-41.44	2.982775
1	44.3	44.3		44.3	44.3	53.2129	.2011941
3	53.2	50.9	7.4	56.8	42.6	70.3438	.3222519
2	22	22	9.1	28.4	15.6	82.3049	2.741132
2	18.4	18.4	9	24.8	12.1	63.8573	2.470505
6	85.2	84.6	14.1	102.9	60.4	71.0919	.165588
6	95.2	99.8	36.8	149.1	63.8	71.5676	.2482395
5	106.6	104.4	12.7	117.2	85.2	106.5946	
