NUMEST	MEDEST	MEANEST	STDEV	HIGHEST	LOWEST	ACTUAL	FE
1	58.4	58.4		58.4	58.4	55.65	.047089
1	40.2	40.2		40.2	40.2	35.04	.1283582
1							.9608094
2			151.5				.2168807
2	43.4	43.4	3.3	45.7	41.1	30.48	.2976958
2	126.8	126.8	10.9	134.5	119	109.93	.1330442
1	194.1	194.1		194.1	194.1	215.46	.1100464
3	293.3	291.8	22.8	313.8	268.3	294.09	.0026935
6	206.6	201.3	14.4	216.5	180.7	186.78	.0959342
6	309.1	313.5	13.8	337.9	299.4	328.57	.0629893
4	17.9	6.1	23.9	18.2	-29.8	30.71	.7156425
5	107.4	108.8	4.5	113.5	102.9	107.39	
2	103.3	103.3	76.1	157.1	49.5	-166.3199	2.610067
4	-56.4	-55.1	11.6	-42.6	-65	61.7299	2.094502
4	-91.6	-81.7	49.5	-18.6	-125	-83.52	.0882096
3	79.9	58.5	63.1	108.1	-12.6	1.11	.9861076
2	-68.9	-68.9	16.4	-57.3	-80.5	-365.76	4.308563
1						-429.83	.1480502
2	169.8	169.8	29.9	191	148.7	160.34	.0557126
4	296.8	300.6	12.9	318.3	290.4	257.65	.131907
2	154.9	154.9	40.7	183.7	126.1	98.8007	.3621646
1	91.7	91.7		91.7	91.7	177.33	.9338059
2	335.1	335.1	37.2	361.4	308.8	444.2148	.3256186
3	385.7	371.7	28.1	390	339.3	338.94	.1212341
1	77.5	77.5		77.5	77.5		
5	76.9	77.6	5.3	86.5	73.1	64.22	.1648895
7	110.5	110.5	6.1	121.6	102.6	108.35	.019457
8	72.7	73.4	1.2	75.8	72.5	84.88	.1675378
8	99.5	99	2.5	102.2	95	81.82	.1776884
7	114.2	113.3	3.7	118.5	107.4	142.1399	.2446576
7	176.9	178.5	6.8	192.7	172.1	180.46	.0201244
7	186.3	187.8	6.6	200.6	181.6	199.47	.0706924
8	205.3	205	13.1	231	187.9	202.48	.013736
8	207.2	205.5	7.6	214.8	192.7	203.15	.0195463
9	234.5	234.4	2.7	238.5	230.6	230.67	.0163326
7	224.3	224.3	6.7	235.3	218	236.08	.0525189
7	249.5	248.8	4.2	254.3	243.2	259.21	.0389178
7	262.1	261.4	8.2	271.8	249.1	287.74	.0978253
6	300.1	300	7.7	310.6	291.2	336.21	.1203266
7	351.1	355.8	10.2	368.9	343	341.68	.02683
8	331.6	330.9	29.3	373.7	295.2	313.68	.054041
8	302.4	303.9	22.9	351.5	269.8	311.45	.0299272
2	18	18	.4	18.2	17.7	14.6586	.1856333
1	2.8	2.8		2.8	2.8	-6.618	3.363571
1	16.3	16.3		16.3	16.3	19.1037	.1720061
1	12.2	12.2		12.2	12.2	10.6	.1311475
1							
2			108.9				
1							
1	134.7	134.7		134.7	134.7	176.74	.312101
1	70.1	70.1		70.1	70.1	85.41	.2184023
1	90.4	90.4		90.4	90.4	93.8	.0376106
1	10	10		10	10	-.78	1.078
3	36.7	37.1	1.8	39.1	35.5	40.8526	.1131499
3	42.3	42.3	7.9	50.1	34.4	31.09	.2650118
2	-69	-69	69.2	-20.1	-117.9	-79.783	.1562754
1	126.1	126.1		126.1	126.1	159.52	.2650278
1	-117.2	-117.2		-117.2	-117.2	-75.94	.3520478
1	47.4	47.4		47.4	47.4	65.89	.3900844
1	31.1	31.1		31.1	31.1	29.03	.0665595
1	17.5	17.5		17.5	17.5	18.26	.0434286
1	-53.6	-53.6		-53.6	-53.6	-53.58	
1	1.3	1.3		1.3	1.3	-5.6	5.307693
2	21.8	21.8	2.1	23.3	20.3	29.0634	.3331835
1	-26.2	-26.2		-26.2	-26.2	-31.18	.1900763
1	285	285		285	285	311.35	.0924561
2	39.3	39.3	.5	39.6	38.9	37.7827	.0386081
2	40.2	40.2	2.7	42.1	38.3	43.83	.0902985
2	75.3	75.3	5.4	79.1	71.5	67.1782	.1078592
1	23.7	23.7		23.7	23.7	23.2	.021097
2	42	42	.2	42.2	41.9	40.3	.0404762
2	30.9	30.9	.6	31.3	30.4	13.61	.5595469
2	28.9	28.9	1.8	30.1	27.6	30.28	.0477509
2	55	55	1.6	56.1	53.9	56.73	.0314545
1	26.8	26.8		26.8	26.8	28.585	.0666045
2	120.8	120.8	4.7	124.2	117.5	128.55	.0641556
2	82.3	82.3	20.4	96.7	67.9	73.31	.1092345
3	88.8	88.9	2.4	91.4	86.6	88.9	
1	-26.6	-26.6		-26.6	-26.6	-26.42	.0067669
1	27.8	27.8		27.8	27.8	51.4619	.8511475
1	0	0		0	0	45.72	
1	47.5	47.5		47.5	47.5	-19.54	1.411368
1	27.4	27.4		27.4	27.4	22.16	.1912409
2	12.5	12.5	.4	12.7	12.2	13.445	.0756
2	26.5	26.5	.8	27.1	25.9	28.0775	.0595283
4	41.7	42	.9	43.1	41.2	44.03	.0558753
1	242.4	242.4		242.4	242.4	269.4331	.1115227
1	1.9	1.9		1.9	1.9	-15.52	9.168421
1	-33.7	-33.7		-33.7	-33.7	-90.24	1.677745
1	127.8	127.8		127.8	127.8	165.15	.2922535
1	44	44		44	44	.6256	.9857818
1	.5	.5		.5	.5	-121.82	
1	173.4	173.4		173.4	173.4	172.88	.0029988
1	204.9	204.9		204.9	204.9	216.1899	.0550996
1	7.2	7.2		7.2	7.2	8.73	.2125
1	12.6	12.6		12.6	12.6	12.04	.0444444
1	23.7	23.7		23.7	23.7	24.2	.021097
1	78	78		78	78	86.925	.1144231
1	99.3	99.3		99.3	99.3	101.6403	.023568
1	113.4	113.4		113.4	113.4	124.7601	.1001773
1	56.1	56.1		56.1	56.1	20.6185	.6324688
2	36.4	36.4	5.5	40.3	32.5	40.7102	.1184121
2	46.5	46.5	1.8	47.7	45.2	50.0427	.0761871
1	55.6	55.6		55.6	55.6	65.1238	.1712914
2	385.2	385.2	64.9	431.1	339.3	482.1821	.2517708
1	59.4	59.4		59.4	59.4	59.075	.0054714
1	191.4	191.4		191.4	191.4	153.11	.2000522
1	215.3	215.3		215.3	215.3	146.14	.3212262
1	316.5	316.5		316.5	316.5	316.7	
1	32.8	32.8		32.8	32.8	32.12	.0207317
2	45.8	45.8	2.2	47.3	44.2	42.67	.0683406
2	49.6	49.6	.4	49.9	49.4	49.128	.0095161
1	49.4	49.4		49.4	49.4	40.7	.1761134
2	41	41	.5	41.4	40.7	34.12	.1678049
2	40.7	40.7	2.2	42.2	39.1	38.0662	.0647125
2	57.7	57.7	.1	57.8	57.6	57.021	.0117678
16	140.4	140.5	5.2	147.5	123.5	141.5	.0078348
11	143.9	144	2.5	148.2	139	147.71	.0264767
10	147.8	152.9	10.5	171.4	142.9	174.21	.1786874
7	199.1	194.9	8.2	205.4	185	200.86	.0088398
9	237.8	230.1	20.6	241.2	177	267.4	.1244743
9	275.8	275.3	24.7	321.7	243.4	295.3313	.0708169
10	339	341.2	40.4	392.9	266.2	395.608	.1669852
11	215.8	216.3	44.7	329.8	160.9	249.48	.1560704
14	70.8	71.7	2.8	78.4	69.3	71	.0028249
12	72.4	72.6	1	74.7	70.8	72.94	.0074586
10	74	73.4	3.8	77.7	63.7	74.7266	.0098189
12	93.5	93.6	6.7	108.2	77.6	94.7167	.0130128
10	86.4	85.9	3.1	89.6	78.1	86.84	.0050926
10	96.8	95.9	3.9	99.9	87.5	98.08	.0132231
10	51.4	51.3	.7	52.7	49.9	52.36	.018677
11	48.5	49.1	1.2	51.5	47.5	43.46	.1039175
8	41.6	41.7	.3	42.1	41.2	38.38	.0774038
5	33.1	31.6	3.3	33.5	25.8	20.99	.365861
7	44.2	45.1	2.2	49.1	43.1	44.67	.0106335
7	46.8	47	.7	48.5	46.4	47.39	.0126068
1	38.3	38.3		38.3	38.3	28.13	.2655352
1	180.2	180.2		180.2	180.2	187.46	.0402886
2	139.8	139.8	12.2	148.4	131.2	142.24	.0174535
2	134.7	134.7	2.6	136.5	132.8	137.78	.0228656
1	145.8	145.8		145.8	145.8	148.79	.0205075
1	138	138		138	138	133.32	.033913
1	121.7	121.7		121.7	121.7	121.0299	.0055062
2	146.8	146.8	20.4	161.2	132.4	164.31	.1192779
2	180.1	180.1	4.3	183.2	177.1	181.57	.0081621
1	132	132		132	132	107.52	.1854545
2	95.3	95.3	4.9	98.8	91.8	60.36	.3666317
4	121.5	121.4	2.1	123.8	119	120.6	.0074074
2	138.6	138.6	2.2	140.1	137	141.45	.0205628
5	139.9	140	1.3	141.2	137.9	146.58	.0477484
4	123.7	128.3	15	150.1	115.7	119.78	.0316896
3	90.2	95	11.3	108	86.9	79.6307	.1171763
3	39.9	39.3	2.3	41.2	36.7	36.5533	.0838772
4	57.1	57.2	3.2	61.1	53.5	37.4433	.3442504
2	58.2	58.2	2.6	60.1	56.4	62.2466	.0695292
3	71.5	71	2.2	72.8	68.6	76.4633	.0694168
4	105.8	107.1	4.6	113.6	103.2	103.45	.0222117
1	43.6	43.6		43.6	43.6	48.09	.1029816
1	25.9	25.9		25.9	25.9	29.01	.1200772
2	89.7	89.7	2.5	91.5	87.9	72.72	.1892977
1	107.8	107.8		107.8	107.8	109.4799	.0155835
2	141.3	141.3	2.5	143.1	139.5	149.75	.0598018
1	36.1	36.1		36.1	36.1	27.33	.2429363
1	40.9	40.9		40.9	40.9	29.9422	.2679169
1	23.1	23.1		23.1	23.1	1.8549	.9197013
1	32.2	32.2		32.2	32.2	40.81	.2673913
1	38.1	38.1		38.1	38.1	14.41	.6217848
1	67.4	67.4		67.4	67.4	100.8256	.4959288
2	38.1	38.1	.5	38.5	37.8	43.34	.1375328
2	43.8	43.8	22.8	60	27.7	8.92	.796347
1	61.4	61.4		61.4	61.4	60.47	.0151466
2	75.9	75.9	2.3	77.5	74.3	78.32	.0318841
3	84.5	85.4	2.8	88.5	83.2	85.09	.0069822
1	109.3	109.3		109.3	109.3	99.7	.0878317
1	96.9	96.9		96.9	96.9	85.05	.122291
1	162.4	162.4		162.4	162.4	189.22	.1651478
1	186.3	186.3		186.3	186.3	190.17	.0207729
2	69.2	69.2	3	71.3	67.1	68.4	.0115607
1	35.5	35.5		35.5	35.5	36.6722	.0330197
1	5.4	5.4		5.4	5.4	2.62	.5148148
2	-4.8	-4.8	.4	-4.6	-5.1	-3.93	.18125
1	109.1	109.1		109.1	109.1	104.81	.0393217
1	60.4	60.4		60.4	60.4	71.6433	.1861473
1	71.8	71.8		71.8	71.8	69.0353	.0385056
1	29.2	29.2		29.2	29.2	62.51	1.140753
1	273.4	273.4		273.4	273.4	222.9032	.1846993
1	18.9	18.9		18.9	18.9	25.26	.3365079
1	65.9	65.9		65.9	65.9	74.38	.1286798
2	96.6	96.6	5.2	100.2	92.9	93.2623	.0345518
5	139.6	141	3.7	147.5	138.6	158.2755	.1337786
1	69.9	69.9		69.9	69.9	65.2931	.065907
3	79.7	86.1	13.6	101.7	76.9	81.9102	.0277315
5	128.2	119	13.4	128.2	98.6	132.37	.0325273
3	290.4	285.5	16.6	299.2	267	314.98	.0846419
2	309.8	309.8	2.5	311.5	308	314.79	.0161072
3	264	259.1	8.4	264	249.4	339.35	.2854167
2	252.9	252.9	65.3	299.1	206.8	195.03	.2288256
2	28.8	28.8	2.8	30.8	26.8	30.47	.0579861
1	219.5	219.5		219.5	219.5	220.79	.005877
1	170.2	170.2		170.2	170.2	158.93	.0662162
1	76.3	76.3		76.3	76.3	74.0799	.029097
1	79.7	79.7		79.7	79.7	74.96	.059473
1	219.5	219.5		219.5	219.5	255.05	.161959
1	162.3	162.3		162.3	162.3	155.8	.0400493
1	182.9	182.9		182.9	182.9	197.1	.0776381
1	225.1	225.1		225.1	225.1	265.54	.1796535
3	304.9	297	22.2	314.2	272	334.82	.0981305
3	201.7	203.9	3.8	208.2	201.7	202.09	
3	201.7	206.4	8.1	215.8	201.7	219.13	.0864155
3	248.6	251.7	5.4	258	248.6	288.71	.1613435
2	363.5	363.5	23.2	379.9	347.1	365.61	.0058047
3	282.8	278.8	14.8	291.2	262.5	280.9593	.0065088
3	-2.5	-2.1	.9	-1.1	-2.7	-4.74	.896
5	-3.5	-3.4	.4	-3	-3.7	-3.53	.0085714
8	-2.6	-1.7	2.3	2.8	-3.7	-3.69	.4192308
8	-1.6	-1.7	1.2	0	-3.3	-3.13	.95625
4	-1.7	-2.1	1.1	-1.2	-3.6	-2.94	.7294118
3	-1.4	-1.7	.5	-1.3	-2.3	-.71	.4928571
4	.2	.3	1.7	2.3	-1.5	-.27	2.35
4	-3.1	-1.4	3.8	4.3	-3.6	-2.2869	.2622903
3	-.8	-.4	.8	.5	-.9	-1.3879	.734875
1	30.4	30.4		30.4	30.4	31.26	.0282895
3	32.9	31.8	3.2	34.3	28.3	35.875	.0904255
3	45.9	46.6	2.9	49.9	44.1	37.835	.1757081
2	47.7	47.7	.1	47.8	47.6	50.815	.065304
5	65.7	64.9	2.5	67.9	61.2	56.125	.1457382
5	71.5	71.6	4.9	78.7	65.1	78.835	.1025874
5	84.1	83.6	8.5	94.4	70.9	85.7128	.0191772
5	102	99.3	4.8	103.4	93.4	97.25	.0465686
1	6.7	6.7		6.7	6.7	2.13	.6820896
1	18.2	18.2		18.2	18.2	21.5125	.1820055
1	40.7	40.7		40.7	40.7	32.6	.1990172
4	215.2	218.5	22.4	248	195.5	201	.0659851
4	158.8	186.5	66.6	285	143.5	146.25	.0790302
2	117.5	117.5	0	117.5	117.5	28.45	.7578723
3	103	95.3	14.6	104.5	78.5	108.1	.0495146
2	158.2	158.2	1.1	159	157.5	161.6	.0214918
2	144.5	144.5	0	144.5	144.5	118.3	.1813149
1	124.5	124.5		124.5	124.5	123.2	.0104418
3	125	131.2	10.7	143.5	125	135.05	.0804
2	141	141	9.2	147.5	134.5	162.35	.1514184
2	95.5	95.5	9.9	102.5	88.5	101.8	.0659686
2	126.6	126.6	18.2	139.5	113.8	153.55	.2128752
3	211	196	26.4	211.5	165.5	-401.7495	2.904026
4	142.7	137.1	13.9	146.5	116.5	143	
3	194	190.7	26.6	215.5	162.7	166.45	.1420103
4	204.5	203.3	7	210.2	194	201.2995	.0156504
3	220.5	225	7.8	234	220.4	227.8	.0331066
3	210.5	210.2	1	211	209	211.85	.0064133
3	239.5	234	16.4	247	215.6	215.7	.0993737
2	248	248	7.8	253.5	242.4	246.87	.0045565
1	237.2	237.2		237.2	237.2	246.97	.0411889
1	203.1	203.1		203.1	203.1	222.89	.0974397
1	268.9	268.9		268.9	268.9	300.81	.1186687
2	315.5	315.5	11.8	323.8	307.1	338.7335	.0736403
3	23.3	23.7	.6	24.4	23.3		
4	10.1	11	4.1	16.3	7.7	-4.4	1.435644
2	39.1	39.1	1.8	40.4	37.8	54.8103	.401798
1	32.3	32.3		32.3	32.3	29.1294	.098161
3	147.4	148.3	5.2	153.9	143.6	161.03	.0924695
2	19.1	19.1	5	22.7	15.6		
1	55.5	55.5		55.5	55.5	141.76	1.554234
1	58.3	58.3		58.3	58.3	68.5	.1749571
1	54.1	54.1		54.1	54.1	-86.48	2.598521
1	178.7	178.7		178.7	178.7		
1	79.6	79.6		79.6	79.6	102.93	.2930905
1	295.8	295.8		295.8	295.8	351.543	.1884483
2	102.2	102.2	6	106.5	97.9	100.93	.0124266
2	110.1	110.1	0	110.1	110.1	120.13	.091099
1	130.9	130.9		130.9	130.9	141.52	.0811306
1	129.7	129.7		129.7	129.7	132.84	.0242097
2	192.1	192.1	12.2	200.7	183.5	179.9373	.0633144
2	174.4	174.4	39	201.9	146.8	157.2656	.0982477
1	58.3	58.3		58.3	58.3	64.04	.0984563
1	124	124		124	124	158.865	.2811694
1	80.4	80.4		80.4	80.4	93.7225	.1657027
1	210.2	210.2		210.2	210.2	198.24	.0568982
1	36.8	36.8		36.8	36.8	84.9	1.307065
1	9.1	9.1		9.1	9.1	10.825	.1895604
1	5	5		5	5	-11.445	3.289
2	20.9	20.9	.6	21.3	20.4	28.15	.3468899
4	57.5	58.3	8	67.5	50.5	72.1719	.2551635
4	67.2	67.7	2.4	70.8	65.6	51.43	.2346726
1	16.3	16.3		16.3	16.3	15.25	.0644172
3	311.4	313	8.7	322.4	305.3	312.73	.004271
3	350.3	346.4	15.6	359.7	329.3	326.98	.0665715
1	10.2	10.2		10.2	10.2	11.063	.0846078
1	16.3	16.3		16.3	16.3	14.8575	.0884969
2	16.9	16.9	.3	17.1	16.7	16.79	.0065089
3	21.2	21.3	.6	22	20.7	22.36	.054717
3	28.3	28.5	.8	29.4	27.9	27.93	.0130742
9	34.5	34.4	1.4	36.8	31.9	33.745	.0218841
8	39.1	39.6	1.6	43	37.9	38.715	.0098465
5	47.1	47.2	3.4	52.7	44.1	48.51	.0299363
6	57.2	56.3	2.9	59.3	51.8	54.69	.0438811
9	56.3	56.9	2.2	62	55	55.13	.0207815
8	63.7	63.6	1.4	65.9	62	62.07	.0255887
7	71.1	72.6	4.5	82.2	68.8	73.5064	.0338453
1	277.3	277.3		277.3	277.3	332.45	.1988821
2	295.4	295.4	19.1	308.9	281.9	275.81	.0663169
3	317.4	319.5	19.1	339.6	301.5	313.24	.0131065
3	341.9	338.9	10.4	347.5	327.3	356.56	.042878
1	6.3	6.3		6.3	6.3	6.09	.0333333
1	8.2	8.2		8.2	8.2	14.2925	.7429878
1	32.6	32.6		32.6	32.6	27.0524	.1701718
1	12.7	12.7		12.7	12.7	-3.84	1.302362
1	40.1	40.1		40.1	40.1	51.36	.280798
1	60.9	60.9		60.9	60.9	70.76	.1619048
1	32	32		32	32	34.975	.0929687
2	44.6	44.6	.6	45	44.1	38.1083	.1455538
3	51.4	50.5	3.5	53.5	46.6	57.5183	.1190331
3	67.6	68.5	2.7	71.5	66.3	66.1716	.0211302
3	77	76.3	2.2	78.1	73.8	81.3883	.0569909
3	72.2	62	27.6	83.1	30.7	12.6417	.8249072
4	82.5	80.5	6.6	85.6	71.3	75.36	.0865455
3	90.8	92.1	9	101.8	83.9	102.8527	.132739
3	123.8	118.2	14.2	128.8	102.1	129.48	.0458805
1	1.1	1.1		1.1	1.1	4.8	3.363636
1	277.2	277.2		277.2	277.2	94.6119	.6586872
1	16.2	16.2		16.2	16.2	12.59	.2228395
1	14.6	14.6		14.6	14.6	17.8775	.2244863
1	26.9	26.9		26.9	26.9	33.39	.2412639
2	19	19	.6	19.4	18.6	17.4216	.0830737
2	21.9	21.9	2.3	23.6	20.3	25.9455	.184726
2	28.8	28.8	.5	29.1	28.4	30.7398	.0673542
1	37.9	37.9		37.9	37.9	39.9113	.0530686
2	47	47	2.1	48.5	45.5	51.6713	.0993894
6	46.6	47.9	3.3	54.6	46.1		
2	22.6	22.6	.6	23.1	22.2	20.4325	.0959071
4	50.5	51.1	3.4	55.8	47.7	48.865	.0323762
4	68.9	68.8	.5	69.3	68.2	69.46	.0081277
4	79.8	81	3.4	86	78.4	82.485	.0336466
3	88.4	88.7	1.5	90.3	87.3	83.625	.0540158
8	105.1	105.7	5.3	117.4	99.3	109.24	.0393911
9	132.8	132.5	7.4	145.4	121.1	134.23	.0107681
10	135.4	134.5	7.5	146.4	124.4	126.99	.0621123
10	140.2	138.3	7.3	147.9	126.1	129.3819	.0771619
3	25.4	25.9	2.4	28.6	23.8	27.065	.0655512
1	30.4	30.4		30.4	30.4	19.71	.3516447
1	27.2	27.2		27.2	27.2	19.18	.2948529
1	46	46		46	46	58.4	.2695652
1	66.8	66.8		66.8	66.8	63.59	.0480539
1	24.4	24.4		24.4	24.4	25.0893	.02825
2	34.8	34.8	11.6	43	26.6	21.384	.3855172
1	10.6	10.6		10.6	10.6	23.91	1.25566
1	28.8	28.8		28.8	28.8	35	.2152778
1	38.1	38.1		38.1	38.1	44.4678	.1671339
1	54.5	54.5		54.5	54.5	57.535	.0556881
1	68.6	68.6		68.6	68.6	63.7	.0714286
1	82.9	82.9		82.9	82.9	70.43	.1504222
1	68.9	68.9		68.9	68.9	75.42	.0946299
1	86	86		86	86	84.13	.0217442
2	203.7	203.7	6.2	208	199.3	190.17	.0664212
1	185.4	185.4		185.4	185.4	183.42	.0106796
1	208.6	208.6		208.6	208.6	217.72	.04372
1	-60.2	-60.2		-60.2	-60.2	-64.62	.0734219
1	-43.9	-43.9		-43.9	-43.9	-81.26	.851025
1	-42.3	-42.3		-42.3	-42.3	-97.41	1.302837
1	-61.6	-61.6		-61.6	-61.6	-103.3627	.6779659
1	-54.1	-54.1		-54.1	-54.1	-49.65	.0822551
1	-52.4	-52.4		-52.4	-52.4	-37.2008	.2900611
1	44.1	44.1		44.1	44.1	43.06	.0235828
1	51.8	51.8		51.8	51.8	58.69	.1330116
1	-2	-2		-2	-2		
1	-1.8	-1.8		-1.8	-1.8		
1	-1.4	-1.4		-1.4	-1.4	-1.07	.2357143
1	20.2	20.2		20.2	20.2	14.2	.2970297
1	4.4	4.4		4.4	4.4	5.6399	.2817954
1	31.5	31.5		31.5	31.5	35.825	.1373016
9	36.1	37	2.5	40.7	34.3	29.355	.1868421
14	46.1	47.3	3.7	56.5	43.2	34.415	.2534707
14	45.2	44.7	3.7	48.9	38.2	33.715	.2540929
12	66.5	62.8	9.2	73	46	63.93	.0386466
8	25.4	27.3	6.3	37.5	20.9	23.13	.0893701
12	81.8	79.8	4.6	84.6	69.3	64.675	.2093521
11	121.4	113.9	13	124.9	85.5	121.03	.0030478
12	127.7	118.9	18.3	135.7	80.9	129.34	.0128426
13	118.9	119.3	10.6	136.9	105.2	63.57	.465349
10	108.1	107	7	114.2	92.4	128.91	.1925069
13	131	126.4	10.4	136.9	99.5	114.74	.1241221
1	41.3	41.3		41.3	41.3	66.04	.5990314
2	85.3	85.3	14.7	95.7	74.9	90.23	.057796
1	100.8	100.8		100.8	100.8	90.08	.1063492
1							.0377784
1							.002896
1							.4980975
1							
1	48.7	48.7		48.7	48.7	37.5733	.2284743
1	54.3	54.3		54.3	54.3	59.1	.0883978
1	25.7	25.7		25.7	25.7	-10.94	1.425681
1	14.1	14.1		14.1	14.1	-91.0074	7.454425
1	51.3	51.3		51.3	51.3	57.784	.1263938
1	86.6	86.6		86.6	86.6	84.62	.0228637
2	305.8	305.8	36	331.2	280.3	280.2099	.0836825
1	280.3	280.3		280.3	280.3	257.21	.082376
3	542.7	542.7	10.5	553.2	532.2	566.57	.0439838
1	21.1	21.1		21.1	21.1	17.751	.1587204
1	37.5	37.5		37.5	37.5	39.788	.0610133
2	59.2	59.2	3.1	61.4	57	59.62	.0070946
3	70	69.4	1.9	71	67.3	62.65	.105
4	29.2	28.8	2.9	31.8	24.9	23.66	.189726
2	68.8	68.8	2.7	70.7	66.9	67.7543	.0151991
3	83.6	84.8	2.6	87.8	83.1	101.54	.2145933
3	78.9	80	2.3	82.7	78.5	71.1206	.0985982
1	182.7	182.7		182.7	182.7	153.22	.1613574
1	85.2	85.2		85.2	85.2	76.45	.1026995
1	79.2	79.2		79.2	79.2	69.45	.1231061
2	159.2	159.2	1.3	160.1	158.3	175.67	.1034548
2	184.2	184.2	10.7	191.8	176.6	207.36	.1257329
1	213.1	213.1		213.1	213.1	85.354	.599465
1	219.2	219.2		219.2	219.2	208.55	.0485858
2	221.6	221.6	0	221.6	221.6	235.08	.0608303
3	241.9	242.7	3.1	246.2	240.1	209.46	.134105
1	215.4	215.4		215.4	215.4	221.58	.0286908
1	406.1	406.1		406.1	406.1	436.64	.0752032
1	308	308		308	308	308.6	
1	461.9	461.9		461.9	461.9	474.67	.0276467
3	49.3	50.1	4.5	55	46		
1	14.3	14.3		14.3	14.3	13.5675	.0512238
2	16.6	16.6	1.3	17.4	15.7	18.885	.1376506
2	25.6	25.6	.4	25.9	25.3	25.175	.0166016
1	26.1	26.1		26.1	26.1	17.965	.3116858
1	37.4	37.4		37.4	37.4	37.49	
1	81.7	81.7		81.7	81.7	66.6826	.1838115
1	80.6	80.6		80.6	80.6	77.01	.0445409
3	21.9	22.1	5.1	27.3	17	17.062	.2209132
1	82.4	82.4		82.4	82.4	101.2419	.2286638
1	6.6	6.6		6.6	6.6	9.8875	.4981061
5	48.2	50.5	7.2	62.7	44.2	40.93	.1508299
1	35.6	35.6		35.6	35.6	18.57	.4783708
1	45	45		45	45	36.77	.1828889
1	45.8	45.8		45.8	45.8	47.8	.0436681
1	98.8	98.8		98.8	98.8		
1							
1							
1							
2	258.4	258.4	27.5	277.8	238.9	311.6499	.2060755
1	172.2	172.2		172.2	172.2	192.77	.1194541
1	16.7	16.7		16.7	16.7	140.68	7.423952
2	455.6	455.6	15.8	466.7	444.4	339.23	.2554214
1	105.6	105.6		105.6	105.6	105.15	.0042614
1	-94.4	-94.4		-94.4	-94.4	-389.89	3.130191
1							5.588886
1	16.7	16.7		16.7	16.7	12.7529	.2363533
5	208.4	209.2	6.7	220.6	204.3	244.38	.1726488
1	215.3	215.3		215.3	215.3	205.19	.0469577
1	82.6	82.6		82.6	82.6	98.4667	.1920908
1	99.4	99.4		99.4	99.4	91.8381	.0760754
1	47	47		47	47	26.5189	.4357681
1	37	37		37	37	50.5281	.3656243
2	64.3	64.3	12.9	73.4	55.1	72.4492	.1267372
3	76.4	78.6	6	85.3	73.9	79.2017	.0366715
3	77.7	78.9	3.3	82.6	76.2	69.8548	.1009678
3			2			-537.47	.0526244
2	62.9	62.9	6.1	67.2	58.6	75.02	.1926868
3	56.7	56.9	3.3	60.2	53.7	31.21	.4495591
3	52.6	52.8	8.5	61.4	44.4	60.78	.1555133
1	106.9	106.9		106.9	106.9	97.54	.0875585
1	104.2	104.2		104.2	104.2	84.19	.1920345
1	-10.9	-10.9		-10.9	-10.9	-14.14	.2972477
1	-41.3	-41.3		-41.3	-41.3	-49.61	.2012106
1	78.8	78.8		78.8	78.8		
1	115.6	115.6		115.6	115.6		
2	46.5	46.5	.9	47.1	45.8	49.7475	.0698387
1	52.5	52.5		52.5	52.5	44.865	.1454286
3	10.8	11.6	1.5	13.4	10.8	10.5575	.0224537
2	9.3	9.3	2	10.7	7.9	12.665	.361828
1	17.1	17.1		17.1	17.1	14.2375	.1673977
1	51.3	51.3		51.3	51.3	48.0625	.0631092
3	74	71.9	6.3	77	64.8	63.785	.1380405
1	74.2	74.2		74.2	74.2	72.73	.0198113
1	37.8	37.8		37.8	37.8	6.4175	.8302249
2	133.7	133.7	3.3	136	131.3	145.015	.0846298
1	187.6	187.6		187.6	187.6	190.845	.0172974
2	124.2	124.2	3	126.3	122	121.735	.019847
2	210.1	210.1	0	210.1	210.1	223.33	.06297
3	123.4	120.1	5.8	123.4	113.4	118.01	.0436791
3	143.4	145.5	4	150.1	143.1	123.5541	.1383954
3	147.1	158	25.1	186.7	140.1	148.92	.0123725
1							.1235115
2							.0083898
1	177.1	177.1		177.1	177.1	165.2592	.0668594
1	186.5	186.5		186.5	186.5	189.5704	.0164633
1	221.7	221.7		221.7	221.7	206.8948	.0667803
1	591.7	591.7		591.7	591.7	510.7264	.1368491
1	835.5	835.5		835.5	835.5	884.49	.0586355
1	6.8	6.8		6.8	6.8	5.0311	.2601323
1	18.9	18.9		18.9	18.9	18.3253	.0304074
1	46.4	46.4		46.4	46.4	43.06	.0719828
1	48.1	48.1		48.1	48.1	45.61	.0517672
1	156	156		156	156	137	.1217949
4	79.3	78.9	4.3	83.6	73.3	102.5	.2925599
7	143.6	129.5	22	153.8	99.8	167.89	.1691504
8	131.8	127.9	14.1	143	96.1	149.39	.1334598
7	131.6	132.7	4.2	138.3	127.4	136.67	.0385258
7	140.8	140.5	2.3	143.2	136.3	145.21	.031321
7	141.1	141	11.3	154.4	126.3	15.18	.8924167
8			35.5			-241.32	.0433204
7	30	5.1	38.1	34	-50.6	35.385	.1795
6	252.7	221.6	78.6	267.9	63.5	188.7017	.253258
2	22.4	22.4	.9	23.1	21.8	24.0413	.0732723
2	22.8	22.8	1.3	23.7	21.9	23.7875	.0433114
2	32	32	0	32	32	30.4457	.0485719
3	36.6	37.5	1.7	39.5	36.4	37.575	.0266393
