NUMEST	MEDEST	MEANEST	STDEV	HIGHEST	LOWEST	ACTUAL	FE
7	782.1	819.7	148.6	1146	712.6	853.3716	.0911285
1	120.7	120.7		120.7	120.7	126.8737	.0511491
1	110.8	110.8		110.8	110.8	105.7818	.0452906
1	31	31		31	31	-124.21	5.006774
3	40.4	41.1	1.3	42.6	40.2	42.15	.0433168
1	44.8	44.8		44.8	44.8	45.9297	.0252165
1	48.4	48.4		48.4	48.4	37.8877	.2171963
2	-9.5	-9.5	.8	-8.9	-10.1	-17.57	.8494737
2	19.4	19.4	7.5	24.7	14.1	22.19	.1438144
1	43.1	43.1		43.1	43.1	37.7754	.1235406
4	83	86	11.4	102.3	75.9	101.54	.2233735
3	114.2	114.5	1.6	116.2	113		
2	95	95	.4	95.3	94.7	98.35	.0352632
2	29.6	29.6	11.8	38	21.3	48.51	.6388513
1	85.4	85.4		85.4	85.4	97.8	.1451991
2	71.6	71.6	14.6	81.9	61.3	71.18	.0058659
1	74.9	74.9		74.9	74.9	66.9899	.1056088
2	83.6	83.6	3.7	86.2	81	102.48	.2258373
1	95.8	95.8		95.8	95.8	120.66	.259499
1	102.6	102.6		102.6	102.6	120.88	.1781676
1	125.1	125.1		125.1	125.1	132.43	.0585931
3	116.2	116.6	2.9	119.6	113.9	128.7	.1075732
3	133.1	134.4	2.3	137	133	133.65	.0041322
2	101.5	101.5	5.2	105.1	97.8	94.65	.0674877
3	94.7	93	10.7	102.8	81.6	100.07	.0567054
2	82.5	82.5	9.8	89.4	75.5	99.6303	.20764
3	102.2	53.9	94.7	114.6	-55.2	-53.2823	1.521353
2	84.6	84.6	13.6	94.2	75	77.406	.0850355
1	101.5	101.5		101.5	101.5	103.73	.0219704
1	76.7	76.7		76.7	76.7	70.4256	.0818044
3	45.3	45.4	.9	46.2	44.5	39.5955	.1259272
2			0				6.133829
2	38.4	38.4	0	38.4	38.4	49.1	.2786458
2	299.4	299.4	19.7	313.3	285.5	330.81	.1049098
1	501.5	501.5		501.5	501.5	402.61	.1971884
2	387	387	69	435.8	338.2	435.27	.1247287
2	727.7	727.7	6.1	732	723.4		.4109248
4	1175.3	1218	118.2	1389	1132.2		.1152941
3	1403.7	1372.3	72.8	1424.1	1289.1		.0400228
1	25.5	25.5		25.5	25.5	24.6671	.0326627
2	12.2	12.2	0	12.2	12.2	10.9827	.0997787
3	20.5	20.9	2.7	23.8	18.4	19.6685	.040561
2	19.2	19.2	0	19.2	19.2	20.0144	.0424167
1	27	27		27	27	30.8075	.1410185
1	44.2	44.2		44.2	44.2	46.3575	.0488122
2	57.3	57.3	1	58	56.5	57.115	.0032286
4	68	67.5	3.2	70.9	63.1	59.225	.1290441
3	58.7	58.6	3.4	61.9	55.2	55.5	.0545145
1	51.8	51.8		51.8	51.8	47.43	.0843629
3	162.6	159.2	6.5	163.3	151.7	145.67	.1041205
2	156.1	156.1	4.1	159	153.2	160.74	.0297245
2	127.6	127.6	3.6	130.1	125	147.52	.1561128
2	65.8	65.8	1	66.5	65	89.48	.3598784
1	97.5	97.5		97.5	97.5	94.93	.026359
1	222.3	222.3		222.3	222.3	218	.0193432
1	136.8	136.8		136.8	136.8	168.07	.2285819
1	202.6	202.6		202.6	202.6	164.14	.1898322
1							
2	1.9	1.9	.2	2.1	1.8	2.1638	.1388421
2	3.2	3.2	.2	3.3	3	3.0606	.0435625
3	3.1	2.9	.5	3.3	2.3	2.882	.0703226
2	3.1	3.1	.2	3.3	3	2.4917	.1962258
3	3.8	3.8	.3	4.1	3.6	3.7562	.0115263
4	4.8	4.9	.2	5.2	4.8	5.0321	.0483542
4	6.4	6.3	.3	6.6	5.9	6.4833	.0130156
3	9.4	9.2	.7	9.8	8.5	10.4537	.1120957
4	12.8	12.7	1	13.7	11.5	12.3475	.0353516
7	15.8	16.2	1.1	18.2	15.1	15.13	.0424051
8	20	20.5	1.2	22.4	19.5	19.3025	.034875
7	25.3	26.1	1.7	28.9	24.5	25.41	.0043478
6	28.9	28.9	1.6	31.1	26.3	27.565	.0461938
2	31.8	31.8	.7	32.3	31.3	31.65	.004717
4	35.2	35.3	2.2	38.1	32.7	34.7	.0142045
5	39.5	39.7	.9	40.6	38.5	34.6019	.1240025
7	34.2	35.3	2.4	38.7	32.6	29.76	.1298246
2	46.3	46.3	.6	46.7	45.9	29.29	.3673866
3	54.8	58.1	9.1	68.3	51.1	57.18	.0434307
2	9.9	9.9	1.6	11.1	8.8	44.69	3.514141
1	110.6	110.6		110.6	110.6	75.21	.3199819
1	35	35		35	35	31.51	.0997143
1	7.8	7.8		7.8	7.8	7.6025	.0253205
1	40	40		40	40	39.0831	.0229225
1	34.5	34.5		34.5	34.5	31.145	.0972464
1	20.1	20.1		20.1	20.1	8.08	.5980099
3	167.4	175.1	13.4	190.6	167.4	200.47	.1975508
2	224.3	224.3	0	224.3	224.3	236.09	.0525635
8	152.3	159.2	25.2	221	145.9	92.21	.3945502
10	53.7	55.4	4.3	65.7	52.5	25.69	.5216015
12	38.6	39.7	5.8	57.8	36.8	28.7399	.255443
11	81.6	87.3	13.1	124	78.8	92.3799	.1321066
11	102.4	103.8	4.6	112.4	99.7	101.61	.0077148
10	133.2	133.1	5.3	141.1	121.2	140.7	.0563063
8	160.5	159	6.7	167.6	146.9	201.28	.254081
9	213.7	217.1	10.3	235.5	208.2	246.42	.1531118
9	229.4	231.4	7.7	243.5	221.6	245.1	.0684394
10	234	232.5	5.4	239.3	223.2	240.89	.0294444
10	249.1	248.8	2.7	253	244.4	245.99	.0124849
9	256.5	259.5	9.7	277.3	248.5	267.21	.0417544
13	206.4	208	11.6	225.1	183.9	232.53	.1265988
12	284.5	283.2	11.5	300.3	259.2	307.81	.0819332
10	340.5	341.8	9.4	360.8	326.3	365.26	.0727166
2	35.6	35.6	3.5	38.1	33.2	39.28	.1033708
1	51.8	51.8		51.8	51.8	44.9	.1332046
2	76.1	76.1	8.1	81.8	70.4	81.02	.0646518
3	93.9	92	5.2	95.9	86.1	91.09	.0299255
2	97.4	97.4	2.1	98.9	95.9	96.1995	.0123255
4	104.7	107.1	6.3	116.2	102.8	106.67	.0188157
4	53	57	16.7	80.8	41.5	44.73	.1560377
3	95.9	92.6	7.8	98.2	83.7	96.0182	
1	121.4	121.4		121.4	121.4	124.57	.026112
1							
1							
1							
1	17.4	17.4		17.4	17.4	20.08	.154023
1	20.4	20.4		20.4	20.4	18.47	.0946078
1	115.4	115.4		115.4	115.4	152.15	.3184575
4	52.9	53.2	1.4	55.1	51.9	52.27	.0119093
4	36	35.9	1.1	37	34.4	31.92	.1133333
3	36.3	37.6	2.8	40.9	35.7	9.99	.7247934
3	40.2	40.5	2.9	43.5	37.6	45.18	.1238806
2	59.2	59.2	2.9	61.3	57.2	55.2199	.0672314
1	66	66		66	66	73.74	.1172727
4	69	68.6	1.3	69.6	66.7	73.14	.06
3	70	70.5	1.6	72.3	69.3	65.63	.0624286
2	74.7	74.7	6.6	79.3	70	75.83	.0151272
3	82.3	82.4	1.3	83.7	81.2	84.31	.0244228
2	83.2	83.2	10.6	90.7	75.7	80.29	.034976
1	83	83		83	83	90.06	.0850602
2	89.7	89.7	4	92.5	86.8	103.31	.151728
2	146.5	146.5	11.2	154.4	138.6	127.34	.130785
1	121.2	121.2		121.2	121.2	126.2	.0412541
2	128.3	128.3	4.1	131.2	125.4	125.03	.0254871
1	29.4	29.4		29.4	29.4	31.53	.072449
7	27.4	27.9	2.7	31.8	24.8	25.6385	.0642883
10	18.1	18.5	2.1	23.5	16.5	17.0059	.0604475
14	20.8	21.7	3	30	18.2	17.8678	.1409712
13	13.8	14.4	4.3	23.3	8.7	9.9969	.275587
10	22.8	22.6	1.7	24.8	19.3	22.166	.027807
9	-16.2	-16.4	14.8	.7	-34.8	-3.044	.8120987
11	390.6	375.5	35.7	409.2	298.7	409.62	.0486943
8	704.2	699.3	22.2	733.1	660.8	734.59	.0431554
5	613.1	622.7	23.8	659.6	601	730.85	.1920568
5	512.8	539.1	81.3	681.5	485	533.48	.0403276
5	353.8	358.9	30	409.3	329.9	350.26	.0100057
2	65.8	65.8	18	78.5	53.1	142.33	1.16307
3	172.7	177.7	12.4	191.8	168.5	55	.6815287
3	128.2	123.4	21.4	142	100	139.8405	.0907995
3	68.6	88.1	33.9	127.3	68.5	70.8563	.0328907
1	22.6	22.6		22.6	22.6	50.36	1.228319
1	20.3	20.3		20.3	20.3	4.14	.7960591
4	50.8	49.8	4.1	53.7	44	52.69	.0372047
6	157	155	12.3	166.8	133.5	142.61	.0916561
7	62.6	63.8	9.6	79	52.1	51.93	.1704473
3	100.1	100.3	1.6	102	98.8	79.35	.2072927
3	83.8	87.4	6.5	94.9	83.4	82.61	.0142005
3	133.5	131	4.3	133.5	126	115.44	.1352809
5	143.9	147.4	6.8	158.5	141.6	129.17	.1023628
2	172.2	172.2	7.6	177.5	166.8	161.4	.0627178
4	34.4	34.2	3.3	38	30	71.49	1.078198
4	149.2	145.9	7.1	150	135.3	141.07	.0544906
5	38.6	39.4	3.9	45.8	35.3	32.17	.1665803
1							.0253599
1	517	517		517	517	422.2699	.1832304
1	41.3	41.3		41.3	41.3	48.0638	.1637724
1	71.6	71.6		71.6	71.6	-10.7293	1.149851
1	27.4	27.4		27.4	27.4	30.4003	.1095
1	30.3	30.3		30.3	30.3	35.0739	.1575545
3	46	47.2	3.1	50.7	44.8	57.36	.2469565
3	60.5	58.9	2.9	60.7	55.5	39.25	.3512397
5	72.3	69.1	10.3	77	51	65.91	.0883817
6	71.5	71	4.7	75.9	63.3	74.28	.0388811
5	94	96.5	6.5	107.1	90	93.65	.0037234
3	101.2	99.7	7.1	105.9	92	79.09	.2184783
3	19.3	18.2	9.2	26.7	8.5	30.98	.6051813
3	47.7	46.4	9.4	55	36.4	49.7961	.0439434
4	55.2	55.8	1.5	58.1	54.8	33.2142	.3982935
1	144.8	144.8		144.8	144.8	127.67	.1183011
1	87.1	87.1		87.1	87.1	90.3661	.0374983
2	82.7	82.7	3.3	85	80.4	79.08	.0437727
1	15	15		15	15	14.0114	.0659067
1	20.5	20.5		20.5	20.5	16.9121	.1750195
1	7.8	7.8		7.8	7.8	10.1945	.3069872
4	17.6	17.8	1.4	19.6	16.6	19.1212	.0864318
4	30.9	30.4	2.1	32.5	27.5	27.5269	.1091618
8	43.4	44.4	5.4	56.4	39.9	40.49	.0670507
6	54.4	54.8	3	58.6	50.6	51.13	.0601103
4	42.8	44.7	3.8	50.4	42.7	39.15	.0852804
3	40.7	41	1.2	42.4	40	34.32	.1567568
2	32.1	32.1	.2	32.3	32	29.09	.0937695
4	28.9	29.7	2.3	33.1	28	28.86	
2	75.6	75.6	1.8	76.9	74.4	80.78	.0685185
3	102.8	102.3	1.8	103.9	100.3	103.57	.0074903
4	127	127.5	3.2	131.9	124.2	132.13	.0403937
4	104.1	110.7	14.8	132.8	102	100.92	.0305475
3	188.4	187	4	190.2	182.5	179.5893	.0467659
1							
1							
1	1.9	1.9		1.9	1.9	1.8416	.0307368
1	1.6	1.6		1.6	1.6	1.579	.013125
1	1.6	1.6		1.6	1.6	1.5991	
1	1.7	1.7		1.7	1.7	2.1691	.2759412
2	2.8	2.8	0	2.8	2.8	2.7162	.0299286
6	5.1	5.1	.3	5.5	4.8	4.965	.0264706
4	5.7	5.7	.3	5.9	5.4	5.345	.0622807
3	5.1	5.1	.3	5.4	4.8	4.645	.0892157
4	2.4	2.4	.7	3.4	1.6	1.585	.3395833
5	7.1	7	.5	7.7	6.3	6.795	.0429577
2	8	8	1.2	8.8	7.2	7.41	.07375
4	3.7	3.7	.4	4.2	3.2	4.44	.2
3	3.3	3.2	.1	3.3	3.1	2.36	.2848485
3	2.5	2.5	.8	3.3	1.7	1.25	.5
1							
1							
1	17	17		17	17	20.24	.1905882
1	26.5	26.5		26.5	26.5		
2	11.2	11.2	.5	11.5	10.8	10.2236	.0871786
2	12.3	12.3	.1	12.4	12.3	11.8185	.0391463
1	22.5	22.5		22.5	22.5	20.4497	.0911244
1	9.5	9.5		9.5	9.5	7.8622	.1724
2	11.7	11.7	.8	12.3	11.1	14.45	.2350427
3	14.7	14.9	.4	15.4	14.7	16.81	.1435374
1	3.4	3.4		3.4	3.4	3.51	.0323529
1	-6.2	-6.2		-6.2	-6.2	-11.11	.7919355
1	24.8	24.8		24.8	24.8	26.53	.0697581
1	34.7	34.7		34.7	34.7	63.49	.829683
1	2.8	2.8		2.8	2.8	3.49	.2464286
1	18	18		18	18	23.79	.3216667
1	55.1	55.1		55.1	55.1	132.21	1.399456
1	4.7	4.7		4.7	4.7	4.8431	.0304468
1	10	10		10	10	19.0413	.90413
1	12.6	12.6		12.6	12.6	21.8075	.730754
1	44.5	44.5		44.5	44.5	39.8175	.1052247
1	47.4	47.4		47.4	47.4	48.8575	.0307489
7	57.2	56.1	4.9	61.5	45.8	56.335	.0151224
10	73.1	72.5	3.2	76.4	66.4	69.86	.0443228
12	92.5	92.8	2.9	99.5	89.1	90.4826	.0218097
12	94.3	95.8	4.2	104.9	91.3	95.3453	.0110848
2			175.9				
1							
1							
1							
1						342	.9097863
1	21.3	21.3		21.3	21.3	11.63	.4539906
1	8.2	8.2		8.2	8.2	4.2825	.4777439
2	6.7	6.7	1.8	7.9	5.4	2.4175	.6391791
2	8.2	8.2	.7	8.7	7.7	8.6275	.0521341
3	11.1	11.5	1.6	13.3	10.1	10.72	.0342342
3	13.1	12.5	1.6	13.6	10.7	13.79	.0526718
1	-2	-2		-2	-2	-2.5301	.26505
1	-33.6	-33.6		-33.6	-33.6	-73.86	1.198214
1					-180.2	-265.9888	.4760755
2			22.5			-284.24	.0674541
3	133	133	2.6	135.7	130.5	161.8398	.2168406
4	193.5	195.2	10.5	208.1	185.5	219.77	.1357623
8	229.1	242.8	29.4	308	226.5	247.33	.0795722
8	115.7	127	27.2	178.5	101.3	123.8	.0700086
6	72.3	70.7	6.4	74.8	57.9	69.56	.0378977
9	178.3	175.2	8	183.3	164	178.43	
9	195.3	194.5	9	205	173.5	167.2	.1438812
4	22.9	24.7	12.2	38.6	14.5		
2	20	20	18.1	32.8	7.2	-5.39	1.2695
2	79.6	79.6	3.4	82	77.2	64.02	.1957286
2	40.3	40.3	9.2	46.8	33.8	19.4	.5186104
1	19.3	19.3		19.3	19.3	13.71	.2896373
2	123.8	123.8	1.9	125.2	122.5	145.52	.1754443
2	262.3	262.3	6.7	267	257.5	234.5103	.1059462
2	183.6	183.6	3.4	186	181.2	140.4	.2352941
1	119.2	119.2		119.2	119.2	126.95	.0650168
3	209.8	217.1	17.7	237.3	204.1	212.94	.0149666
4	267.1	268.1	19.3	290.7	247.5	247.08	.0749532
1	7.2	7.2		7.2	7.2	8.1933	.1379583
1	7.4	7.4		7.4	7.4	7.2733	.0171216
1	12	12		12	12	11.5133	.0405583
1	15.6	15.6		15.6	15.6	13.84	.1128205
1	14.2	14.2		14.2	14.2	14.58	.0267606
1	17	17		17	17	16.05	.0558824
1	18.7	18.7		18.7	18.7	21.05	.1256685
1	24.1	24.1		24.1	24.1	23.73	.0153527
3	37.4	37.9	2.1	40.2	36.2	36.78	.0165775
2	24.5	24.5	4.7	27.9	21.2	15.9678	.3482531
3	35.3	35.6	.9	36.7	34.9	30.27	.1424929
1	12.5	12.5		12.5	12.5	29.8698	1.389584
1	28.3	28.3		28.3	28.3	26.4172	.06653
1	57.5	57.5		57.5	57.5	25.11	.5633044
1	47.9	47.9		47.9	47.9	63.33	.3221294
2	103.1	103.1	2	104.5	101.7	105.81	.0262852
2	138.6	138.6	15.3	149.5	127.8	141.19	.0186869
2	112	112	7.6	117.4	106.6	101.73	.0916964
2	106.2	106.2	1.8	107.5	104.9	107.23	.0096987
2	88.7	88.7	12.8	97.8	79.6	89.55	.0095829
2	145.3	145.3	13.3	154.7	135.9	149.51	.0289745
1	142.9	142.9		142.9	142.9	152.9542	.0703583
1	81.7	81.7		81.7	81.7	82.5544	.0104578
1	56.4	56.4		56.4	56.4	67.6142	.1988333
1	83.1	83.1		83.1	83.1	65.35	.2135981
2	78.6	78.6	2.1	80.1	77.1	84	.0687023
1	133.5	133.5		133.5	133.5	127.74	.0431461
1	178.1	178.1		178.1	178.1	187.39	.0521617
1	204.6	204.6		204.6	204.6	91.82	.5512219
1	70.3	70.3		70.3	70.3	73.2113	.0414125
1	14.1	14.1		14.1	14.1	8.535	.3946809
1	84.4	84.4		84.4	84.4	84.4013	
2	73.2	73.2	8	78.8	67.5	84.8275	.1588456
1	104.3	104.3		104.3	104.3	96.4275	.0754794
1	63	63		63	63	56.29	.1065079
1	106.2	106.2		106.2	106.2	123.6925	.1647128
1	40.1	40.1		40.1	40.1	20.65	.4850374
2	81.8	81.8	10	88.9	74.7	78.6533	.0384682
1	135.3	135.3		135.3	135.3	150.57	.1128603
1	149.5	149.5		149.5	149.5	118.23	.2091639
1	64.1	64.1		64.1	64.1	77.04	.2018721
1	117.5	117.5		117.5	117.5	106.9948	.089406
1	163.7	163.7		163.7	163.7	210.4	.2852779
6							.1046162
6			172.8				.1135399
3	180.3	183.1	5.9	189.9	179.1	213.02	.1814753
4	127.8	129.4	9.1	141	121	136.96	.0716745
4	105.6	105.9	6.2	113.6	98.8	148.91	.4101326
3	124.7	125.9	2.2	128.4	124.7	91.31	.2677626
2	108.8	108.8	.1	108.9	108.7	67.38	.3806985
3	103.7	104.5	1.4	106.2	103.7	102.83	.0083896
2	131.1	131.1	.2	131.2	130.9	129.83	.0096873
1	145.7	145.7		145.7	145.7	163.75	.1238847
2	106.2	106.2	14	116.1	96.3	117.77	.1089454
1	46.9	46.9		46.9	46.9	27.59	.4117271
1	7.4	7.4		7.4	7.4	-46.5	7.283784
1	49.4	49.4		49.4	49.4	67.72	.3708502
1	61.7	61.7		61.7	61.7	48.89	.2076175
11	146.5	144.6	7.5	155.6	131.5	176.0586	.2017652
12	168.9	171.5	11.3	193.5	157	183.7753	.0880716
13	157.1	157.7	21.1	218.9	125	154.004	.0197072
14	106.7	106.6	3.1	112	101.2	113.8839	.067328
18	84.3	85.5	8.9	103.4	71.2	102.081	.2109253
15	123.3	121.4	6.9	129.4	102.3	132.8448	.0774112
16	128.7	128.6	5.8	138.6	113.2	125.2855	.0265307
14	112	112.3	2.7	118.5	107.5	125.78	.1230357
15	89.6	92.3	11.4	121.7	79.4	53.29	.4052455
15	33.9	34.8	10.6	57.1	14.8	11.49	.6610619
11	32.8	29.2	7.7	37.7	16.4	31.61	.0362805
11	38.5	39.7	5	47.7	33.5	27.64	.2820779
9	56.5	52.8	8.4	58.9	37.9		
11	68.5	75.6	15.4	107	63.6	84.61	.2351825
10	-87.6	-65.8	53.7	55.7	-101.7	-76.5	.1267123
9	128.8	127.8	11.6	141.9	102.7	153.87	.1946429
10	293.2	292.3	21.8	329.4	256.5	320.69	.0937585
3	160.2	156.5	12.2	166.4	142.9	177.61	.1086767
5	283	282.4	6.6	291.7	274.5	282.84	
2	48	48	64.8	93.8	2.2		
1	16.6	16.6		16.6	16.6	23.0404	.3879759
1	31.2	31.2		31.2	31.2	29.5282	.0535833
1	20.4	20.4		20.4	20.4	21.9718	.077049
1	17.9	17.9		17.9	17.9	18.0231	.0068771
1	30.2	30.2		30.2	30.2	32.4547	.0746589
1	37.7	37.7		37.7	37.7	46.2855	.2277321
2	62.1	62.1	3.4	64.5	59.7	64.895	.0450081
3	54.8	54.7	.8	55.3	53.8	58.14	.0609489
1	67.3	67.3		67.3	67.3	75.62	.1236256
2	83	83	1.1	83.8	82.3	82.45	.0066265
2	93.2	93.2	2.2	94.8	91.7	103.37	.1091202
3	157.5	154.8	12.2	165.4	141.5	168.73	.0713016
1	151.2	151.2		151.2	151.2	147.31	.0257275
2	155.7	155.7	4.3	158.8	152.7	156.97	.0081567
1	136.8	136.8		136.8	136.8	171.79	.2557749
1	212.8	212.8		212.8	212.8	211.3198	.0069558
1	173.1	173.1		173.1	173.1	179.7488	.0384102
1	376	376		376	376		7.170307
2			68.8				.0945571
1							.0968939
2							.422061
2	12.5	12.5	1.6	13.7	11.4	13.71	.0968
6	17	17.4	1.1	19	16.3	20	.1764706
4	22.5	23	1.4	25.1	22	23.809	.0581778
7	27.7	27.8	1.7	30.1	25.3	22.9	.1732852
7	29.3	29.4	1.8	31.9	27.1	25.7372	.1215973
6	38.9	38.6	2.4	41.1	34.9	38.875	
5	40.7	41.7	3.9	48.3	38.2	41.35	.0159705
2	4.3	4.3	.7	4.8	3.8	10.8	1.511628
3	31.3	31.8	.8	32.7	31.3	24.42	.2198083
4	48.9	48.7	4.3	53.1	43.9	60.28	.2327198
5	67.8	67.5	2.7	71.2	63.7	64.945	.0421091
7	67.9	67.3	3.2	71.4	63.2	53.72	.2088365
6	47.5	45.6	4.6	50	38.7	3.11	.9345263
4	38.1	37.8	6.7	44.6	30.4	21.21	.4433071
3	-70.7	-56.1	34.7	-16.4	-81.1	-67.71	.0422914
3	71.1	71	8.6	79.5	62.3	99.25	.3959212
4	51	50.3	5	55.7	43.6	39.58	.2239216
1	58.1	58.1		58.1	58.1	66.4325	.1434165
1	203.7	203.7		203.7	203.7		
4	235	233.7	5.5	238.7	225.9	260.23	.1073617
3	273.4	272.2	5	276.4	266.7	280.23	.0249817
4	317.4	318.6	9.9	329.9	309.5	337.862	.0644675
4	343.8	338.4	24.5	358.5	307.7	393.82	.1454916
5	377.4	378.4	9.2	391	365.4	382.56	.0136725
6	354	356.1	19.7	384.9	333	312.05	.1185028
