NUMEST	MEDEST	MEANEST	STDEV	HIGHEST	LOWEST	ACTUAL	FE
4	230.9	235.4	19.9	263.5	216.4	266.11	.1524903
5	269.8	271.2	8.3	284.3	263.5	241.15	.1061898
4	267.7	267.9	5.3	273.2	263.2	227.02	.1519611
5	214.6	214.6	8.6	227.1	203.6	186.3922	.1314436
4	233.9	225.7	34.6	258.3	176.8	288.91	.235186
6	368.4	369.2	9.2	380.1	353.7	358.49	.0269001
6	336	334.7	14.6	351.4	308.6	264.2673	.2134902
1	7.7	7.7		7.7	7.7	18.8333	1.445883
2	24.6	24.6	7.3	29.8	19.5	-.12	1.004878
2	12.9	12.9	6.1	17.2	8.6	-26.22	3.032558
3	70.1	70.1	2	72.1	68.2	66.17	.0560628
3	72.7	72.5	.3	72.7	72.2	58.5	.1953232
1	56.5	56.5		56.5	56.5	51.35	.0911504
1	73	73		73	73	63.59	.1289041
1	76.1	76.1		76.1	76.1	75.99	
1	132.2	132.2		132.2	132.2	140.8524	.0654493
1	111.8	111.8		111.8	111.8	119.2969	.0670564
1	84.3	84.3		84.3	84.3	55.6393	.3399846
1	13.5	13.5		13.5	13.5	7.63	.4348148
1	1.9	1.9		1.9	1.9	-54.4	
3	19.9	20.9	3.5	24.9	18.1	14.33	.2798995
2	15.4	15.4	1.3	16.3	14.4	5.01	.6746753
1	-9.7	-9.7		-9.7	-9.7	-27.58	1.843299
1	53.6	53.6		53.6	53.6	3.4854	.9349739
1	268.8	268.8		268.8	268.8	242.82	.0966518
1	289	289		289	289	269.52	.0674048
1	289	289		289	289	238.5	.1747405
1	183.4	183.4		183.4	183.4	35.09	.8086696
1	123.1	123.1		123.1	123.1	168.27	.3669375
1	118.1	118.1		118.1	118.1	91.48	.2254022
1	150.8	150.8		150.8	150.8		
1	37.7	37.7		37.7	37.7	31.66	.1602122
1	43.5	43.5		43.5	43.5	39.6285	.089
3	51.4	52.4	2.2	54.9	50.9	52.3173	.0178463
3	3.2	2.6	2.4	4.7	0	2.6667	.1666563
1	8.4	8.4		8.4	8.4	8.6	.0238095
5	11.8	12.3	2.3	16.2	10.7	19.8	.6779661
4	20.3	20.2	.3	20.3	19.8	27.1	.3349754
4	14.9	10.4	21.2	31	-19.2	-61	5.09396
2	-9.6	-9.6	0	-9.6	-9.6	-9.8	.0208333
2	-9.6	-9.6	9.1	-3.2	-16	-14.54	.5145833
1	10.6	10.6		10.6	10.6	-67.25	7.34434
1	47.9	47.9		47.9	47.9	48.5	.0125261
1	50.4	50.4		50.4	50.4	54.29	.0771825
2	68.9	68.9	1.9	70.2	67.6	61.86	.1021771
1	69	69		69	69	61.85	.1036232
2	21.9	21.9	2	23.3	20.5	-151.65	7.924657
2	8.3	8.3	6.6	13	3.7	17.8	1.144578
2	47.1	47.1	2.8	49.1	45.2	39.75	.156051
1	16.2	16.2		16.2	16.2	-24.25	2.496914
1	22.6	22.6		22.6	22.6	3.9	.8274336
1	20.8	20.8		20.8	20.8	18.2399	.1230817
2	28.9	28.9	1.6	30.1	27.8	-45.83	2.585813
2	7.7	7.7	1.3	8.6	6.8	-146.31	
1	1.5	1.5		1.5	1.5	2.66	.7733333
1	27.8	27.8		27.8	27.8	5.87	.7888489
1	15	15		15	15	-137.09	10.13933
1	47	47		47	47	30.8	.3446808
5	39.6	38.7	2.5	41.6	35	-29	1.732323
2	50.6	50.6	.7	51.1	50.1	41.1	.187747
6	35.5	38.6	11.8	56.8	28.8	8.6	.7577465
2	37.6	37.6	0	37.6	37.6	42.1	.1196809
4	41.4	41.4	3.1	45.2	37.6	4.6	.8888889
3	41.4	39.5	5	43.3	33.9	31	.2512077
5	31.2	31.5	2.5	33.9	28.2	15	.5192308
5	20.7	19.9	2.9	22.6	16.9	39	.884058
4	38.1	38.6	2.7	42.3	35.8	45.8	.2020997
3	39.5	43.9	9.3	54.6	37.6	-44	2.113924
3	16.9	21.3	14.6	37.6	9.4	-54	4.195266
1	7.5	7.5		7.5	7.5	-303.9	
1	9.4	9.4		9.4	9.4	-111.13	12.82234
2	12.7	12.7	.4	12.9	12.4	9.3	.2677165
2	9.9	9.9	.8	10.5	9.4	7.7	.2222222
2	6.7	6.7	5.4	10.5	2.9	-143.4	
2	23	23	0	23	23	8.1	.6478261
3	23.4	20.3	5.4	23.4	14	-15.18	1.648718
1	7	7		7	7	-27.84	4.977143
1	14	14		14	14	3.41	.7564286
4	47.5	36	24	49.1	0	50.71	.0675789
11	54.1	53.9	2.9	57	46.1	55.493	.0257486
16	65.1	64.2	2.5	67	60.4	65.318	.0033487
16	54.2	56.9	5.4	66.9	48.8	51.309	.0533395
10	43.8	44.2	3.5	49	39.4	48.778	.113653
11	48.7	48.5	2	52.3	45.4	51.624	.0600411
11	54.7	54.1	2.5	56.2	47.3	41.669	.2382267
4	34.5	36	4.4	42.3	32.8	-278.619	9.075913
10	26.1	14.2	26.4	35.7	-46.3	22.524	.1370115
10	27.6	19.9	16.5	30.5	-11.9	8.691	.6851087
4	-95	-101.3	33.3	-70.3	-144.8	-4.618	.9513895
6	-116.4	-140.1	100.5	-25.1		-129.354	.1112887
6	25.4	21.5	8.5	27.8	6.6	13.701	.4605905
3	22	22.8	7.6	30.8	15.7	13.302	.3953636
3	30.5	29.1	3	31	25.7	6.79	.7773771
2	7	7	9.8	13.9	.1	8.21	.1728571
4	21.1	25.8	10.7	41.8	19.3	9.32	.5582938
3	44.6	44.3	1.3	45.4	42.8	-46.08	2.033184
3	43.2	44.4	2.9	47.7	42.3	45.05	.0428241
2	43.6	43.6	.3	43.8	43.3	24.12	.446789
3	50.3	50.4	1	51.4	49.5	38.04	.2437376
4	44.7	45.2	2.2	48.2	43	50.3404	.1261835
3	38.5	37.6	7.5	44.6	29.7	35.5403	.0768753
4	41.3	41.2	.5	41.6	40.5	35.0603	.1510823
1	27.4	27.4		27.4	27.4	28.985	.0578467
1	34.2	34.2		34.2	34.2	36.375	.0635965
1	47.2	47.2		47.2	47.2	54.23	.1489407
1	66.1	66.1		66.1	66.1	106.35	.6089259
1	51.4	51.4		51.4	51.4	51.24	.0031128
2	53.1	53.1	1.4	54.1	52.1	67.37	.2687382
3	139.5	118.5	53.2	157.9	58	156.78	.123871
4	34.4	34.6	1.1	36	33.4	36.56	.0627907
3	38.8	38.8	.4	39.2	38.4	39.47	.017268
3	34.3	34.7	.8	35.6	34.1	31.14	.0921283
4	29.6	29.7	1.1	31	28.6	31.45	.0625
2	36.9	36.9	.2	37	36.7	38.9693	.0560786
4	44.2	44.1	2.3	46.4	41.7	29.9055	.323405
1	38.8	38.8		38.8	38.8	47.495	.2240979
1	51	51		51	51	55.95	.0970588
2	51.9	51.9	0	51.9	51.9	41.18	.2065511
2	55.4	55.4	11.5	63.5	47.2	54.455	.0170578
3	65.2	64.3	2.4	66.1	61.5	68.72	.0539877
1	-36.1	-36.1		-36.1	-36.1	-26.92	.2542936
1	-42.8	-42.8		-42.8	-42.8		
1	-51.2	-51.2		-51.2	-51.2	-8.15	.8408203
1	8.5	8.5		8.5	8.5	9.87	.1611765
1	16.9	16.9		16.9	16.9	45.3858	1.68555
1	40.9	40.9		40.9	40.9	-5.33	1.130318
1	55.2	55.2		55.2	55.2	2.37	.9570652
1	92.3	92.3		92.3	92.3	106.95	.1587216
1	30.9	30.9		30.9	30.9	30.84	
7	34.5	34.7	2.4	38.7	32.1	35.8	.0376812
3	34.8	34.4	1.2	35.4	33.1	40.6	.1666667
2	41.5	41.5	1.1	42.3	40.7	47.8	.1518072
3	39	39.2	.8	40.1	38.5	46	.1794872
2	26.1	26.1	2.7	28	24.2	26.9	.0306513
2	16.6	16.6	.2	16.8	16.5	24.9	.5
2	24.8	24.8	3.9	27.5	22	33.7	.358871
2	16.1	16.1	1.1	16.9	15.4	17	.0559006
3	17.6	19.1	2.5	22	17.6	13.4	.2386364
4	14.9	15.7	2.1	18.7	14.3	16.3	.0939597
3	11	11.7	1.3	13.2	11	4.1	.6272727
3	3.5	3.1	.6	3.5	2.4	7.1	1.028571
3	13.4	13	3	15.8	9.8	7.36	.4507463
2	8.9	8.9	5.6	12.8	4.9	2.44	.7258427
1	-2.6	-2.6		-2.6	-2.6	-22.9	7.807693
3	5.6	5.6	1.4	7	4.2	4.06	.275
1	17.2	17.2		17.2	17.2	17.4	.0116279
2	14.2	14.2	2.2	15.7	12.6	19.44	.3690141
2	27.9	27.9	7.3	33	22.7	46.8999	.681
4	47.5	46.8	7	54.4	37.9	62.67	.3193684
4	65.8	68.2	14.7	85.3	55.6	83.87	.2746201
3	89.6	87.6	4.9	91.2	82.1	100.99	.1271205
4	100.6	101	3.3	105.5	97.4	93.78	.0677932
3	74.6	75.7	1.9	77.9	74.6	80.82	.083378
2	77.8	77.8	4.6	81	74.6	77.59	.0026992
3	76.2	76.2	3.2	79.4	72.9	75.0905	.0145604
1	66.4	66.4		66.4	66.4	66.88	.0072289
1	62	62		62	62	15.02	.7577419
1	73.7	73.7		73.7	73.7	21.6906	.7056906
1	10.9	10.9		10.9	10.9	3.1	.7155963
3	8.2	8.7	.8	9.6	8.2	8.5	.0365854
3	9.6	9.6	0	9.6	9.6	1.7	.8229167
3	6.6	5.1	4.6	8.8	0	1.2	.8181818
3	18.5	15.9	12.1	26.4	2.7	35.3	.9081081
3	39.6	37.9	3	39.7	34.4	50.31	.2704546
1	58.2	58.2		58.2	58.2	43.58	.2512028
3	47	49.2	4.9	54.8	45.7	40.1	.1468085
1	48.3	48.3		48.3	48.3	52.32	.0832298
2	68.2	68.2	1.9	69.5	66.8	76.1	.1158358
4	83.6	83.1	1.3	84.1	81.2	88.47	.0582536
2	87.9	87.9	3.4	90.3	85.5	90.84	.0334471
3	93.1	90.7	4.7	93.6	85.3	84.61	.0911923
2	77.8	77.8	1.9	79.1	76.4	11.84	.8478149
2	79.4	79.4	1.4	80.4	78.4	67.01	.1560453
3	72.6	72.3	5.3	77.4	66.8	36.7599	.4936653
3	67.8	65.8	7	71.6	58.1	73.74	.0876106
3	86.2	86.9	1.9	89.1	85.5	88.6099	.0279571
1	102.6	102.6		102.6	102.6	112.05	.0921053
1	122	122		122	122	128.38	.0522951
2	127.8	127.8	8.2	133.6	122	149.03	.1661189
2	156.5	156.5	15.3	167.3	145.7	149.18	.0467732
3	154.6	160.4	10.1	172	154.5	165.7772	.0722975
1	150.5	150.5		150.5	150.5	147.69	.0186711
2	111.8	111.8	6.2	116.2	107.5	159.01	.4222719
2	189.3	189.3	6.2	193.7	184.9	230.21	.216112
3	224.4	224	10.2	234	213.6	163.2986	.2722879
1	5.4	5.4		5.4	5.4	5.93	.0981481
1	4.8	4.8		4.8	4.8	3.64	.2416667
2	4.7	4.7	.4	5	4.5	3.73	.206383
2	5	5	0	5	4.9	4.994	
2	4.6	4.6	.5	5	4.3	6.7	.4565217
5	19	21.2	5.6	28.8	14.7	19.7862	.0413789
8	32.9	32.5	6.2	43.9	23.3	28.4786	.1343891
9	37.1	38.5	2.9	42.9	35.2	30.8039	.1697062
7	32.1	31.5	2.5	34.4	28.2	29.7145	.0743146
9	32.8	32	4.1	38.8	23.7	19.0834	.418189
14	4.2	4.2	4.8	11.1	-7.4	.1878	.9552857
15	7.3	7.5	3	12.1	1.3	1.728	.7632877
15	13.6	13.5	1.5	15.1	10.1	15.6649	.1518309
11	58.7	60.6	8.4	73.1	43.4	100.5371	.7127274
16	100.9	98.2	8.9	113.5	77.6	124.6817	.2356957
19	196.7	188.5	23.5	216.9	127.2	214.45	.0902389
	109.6	118.1	20	171.5	103	95.2	.1313869
20	100.3	101.9	9.3	120.8	85.7	112.65	.1231306
20	226.4	217.6	30.1	260.6	150.5	236.8	.0459364
20	-27.8	-26.5	13.1	0	-44.2	-115.38	3.15036
17	-33.1	-33.3	17.9	-6.5	-82.8	-65.995	.9938067
20	49.9	48.1	8.6	59.7	17.6	88.185	.7672344
16	217.4	213.3	16.3	229	161.9	194.77	.1040938
19	202.9	202.7	10.7	218.9	178	223.17	.0999014
19	235.7	234.2	13.6	257.2	203.1	190.01	.1938481
	173.2	177.5	22.3	235.1	150.4	90.72	.4762125
20	-32.8	-33.1	21.6	13	-86.5	-419.09	11.77713
16	-40.4	-39	13.9	-16.8	-65.5	-64.09	.5863861
16	45.8	48.2	12.7	75.5	28.5	18.03	.6063319
12	7.3	7.3	36.1	55.4	-66.2	-12.67	2.735616
16	34.9	35.9	21.2	73.3	3.7	-22.03	1.631232
18	-31.4	-31.9	26.7	44.8	-77.7	-203.72	5.487898
17	49.8	50.1	9.1	71.8	33.6	74.31	.4921687
9	38.4	38.4	10	60.7	22.9	45.47	.1841146
15	61.9	58.6	15.9	78.8	20.7	81.07	.309693
15	83.5	86.9	12.2	113.7	67.9	101.94	.2208383
14	192.7	200	37	269.2	134.2	302.35	.5690192
17	194	195.6	29.9	250.2	137	270.12	.3923711
17	223.7	219.6	22.2	248.7	183.2	353.87	.5818954
20	429.1	427.8	23.8	472.8	381.8	449.5573	.0476749
15	697.6	694.3	43	747.4	622.4	697.4081	
1	102.1	102.1		102.1	102.1	101.9	
1	89	89		89	89	103.6	.1640449
2	127.7	127.7	1.6	128.8	126.5	128.1	.0031323
6	151.8	152.4	8.1	167	144.6	121.1	.2022398
5	154.1	149.6	8.1	157	138	154.5	.0025957
7	130	133.8	10.6	157	126.1	141.3	.0869231
7	191.8	196.6	13.8	226	187	194.63	.014755
5	196.6	196	4.4	200	189.4	224.76	.143235
4	164.1	164.5	9.2	175.6	154.2	152.39	.0713589
5	166	166.2	7.2	174.6	157.8	120.46	.2743374
3	102.5	120.1	30.4	155.2	102.5	-88.02	1.858732
3	157.4	154.2	8.8	161	144.2	150.51	.0437738
3	152.4	152.7	2.9	155.7	150	156.26	.0253281
3	31	41.7	22.2	67.2	27	15.25	.5080645
1	12.9	12.9		12.9	12.9	-56.11	5.349612
1	-163	-163			-163	-630.6499	2.869018
1	32.6	32.6		32.6	32.6	30.8299	.0542975
1	86.9	86.9		86.9	86.9	89.69	.0321059
2	101.8	101.8	4.6	105.1	98.6	116.32	.1426326
2	125	125	0	125	125	142.43	.13944
2	78	78	2.9	80.1	76	-53.27	1.682949
1	-92.4	-92.4		-92.4	-92.4		
2	15.2	15.2	.2	15.3	15	16.5915	.0915461
5	21.2	21	1.3	22.9	19.6	22.0886	.0419151
7	27.7	28.9	2.5	33.7	27	27.0798	.0223899
12	34.2	34	1.4	35.7	30.6	40.1211	.1731316
9	49.1	49.2	2.7	53.8	44.9	48.4241	.0137658
10	68.2	67.6	5.2	73.9	54.8	67.618	.0085337
13	80.2	80.4	2.9	86.1	76.7	77.8089	.0298142
14	87.2	86.7	1.5	89.4	82.6	89.0966	.02175
11	98.1	97.7	1.6	99.4	94.3	102.7466	.047366
12	118.5	117.2	2.9	120.7	112	118.6999	
10	136.4	136.3	2.7	140.3	131.3	135.07	.0097507
9	152.9	153.3	2.8	158.3	149.1	131.23	.1417266
9	126.2	120.7	15.1	137	87.9	112.52	.1083994
10	93.9	93.9	5.4	100.1	86.1	94.29	.0041534
10	2.6	-2.8	13.1	7	-31.9	1.26	.5153846
12	53.3	53.3	8	64.4	35.2	60.8299	.1412739
8	66	64.4	5.3	70.5	56.1	57.2999	.1318197
7	90.6	92.1	13.7	110.6	74		
8	133.5	131	9.2	142.1	115	104.62	.2163296
10	128.6	129.5	9.3	143.6	114.8	152.55	.1862364
11	172.6	173.8	6.4	183.2	163.1	180.09	.0433951
10	174.6	174.3	6.8	183.4	162.7	189.75	.0867698
10	184.8	184.7	4	191.4	176.6	179.29	.029816
7	190	190.1	5.4	198.2	182		
3	174.9	174.9	.7	175.6	174.2	158.25	.0951973
11	61	83.3	53.1	199.3	39.2	81.99	.3440984
11	113.5	120.2	34.4	216.4	87.9	139.98	.233304
11	142.2	140.8	6	147.6	125.1	142.1245	
1	8.3	8.3		8.3	8.3	18.7145	1.254759
3	25.5	24.3	3.8	27.5	20.1	26.897	.0547843
3	18.6	19.4	1.8	21.4	18.2	22.1487	.1907903
2	22.8	22.8	1.3	23.7	21.8	26.2809	.1526711
3	28.3	27.7	3.7	31.2	23.7	43.5809	.5399612
2	39.2	39.2	0	39.2	39.2	46.66	.1903061
1	49.2	49.2		49.2	49.2	45.618	.0728049
1	36.4	36.4		36.4	36.4	36.57	.0046703
1	42.1	42.1		42.1	42.1	46.13	.0957245
1	45.3	45.3		45.3	45.3	43.36	.0428256
1	46.6	46.6		46.6	46.6	42.28	.0927039
1	46.2	46.2		46.2	46.2	44.72	.0320346
1	25.9	25.9		25.9	25.9	-18.7154	1.722602
1	32.9	32.9		32.9	32.9	16.4501	.499997
1	29.8	29.8		29.8	29.8	31.2812	.0497047
1	44	44		44	44	48	.0909091
1	13.5	13.5		13.5	13.5	35	1.592593
1							.4874759
1	260.5	260.5		260.5	260.5	266.735	.0239347
2	-11.4	-11.4	27.2	7.8	-30.6	-25	1.192982
1	-30.6	-30.6		-30.6	-30.6	-16.2	.4705882
1	0	0		0	0	-7.6	
1	-153	-153			-153	-155.2	.0143791
1	-116.2	-116.2		-116.2	-116.2		5.151463
1	72	72		72	72	69	.0416667
2	89.5	89.5	4.9	93	86	77	.1396648
2	92.5	92.5	6.4	97	88	27	.7081081
2	25.5	25.5	43.1	56	-5	-143	6.607843
1	48	48		48	48	86	.7916667
1						-537.8	.1274633
1	205	205		205	205	172.5	.1585366
1	29.3	29.3		29.3	29.3	79.9	1.726962
1	62.1	62.1		62.1	62.1	55	.1143317
1	57.6	57.6		57.6	57.6	14.6	.7465278
9	179.5	174.8	19.1	197	133	199.5	.1114206
8	238	236.7	7.2	243.5	220	253.5	.0651261
7	266	266.4	4.2	275	262	201	.2443609
9	227	214.9	24.6	235.5	171.5	161	.2907489
8	139	138.2	18.3	170	113.5	103.7999	.2532381
8	101.5	97.2	12.1	108.5	77.5	47	.5369458
9	55.5	60.7	21.9	107	34	74.5	.3423423
8	123.5	116.6	13.1	124.5	91.5	105.5	.145749
9	127.5	130.6	10.3	157.5	123.5	103	.1921569
7	127	126.6	19.8	149	106.5	86.5	.3188976
7	49	54.1	18.6	95.5	42.5	21.5	.5612245
12	34.5	41.1	18.2	93.5	27.5	56	.6231884
11	112.5	107.3	24.6	134	42.5	105.2	.0648889
12	106.5	107.8	31.3	164.5	41.5	-53.65	1.503756
11	119.1	118.8	23.2	161.5	78.5	-16.85	1.141478
14	308.2	299.3	24.5	328	247	333.75	.0829007
11	354	359.1	18.4	394.5	337.9	256.8	.2745763
13	363.2	366.3	22.9	409.4	337.5	191.85	.4717786
14	394.5	393.6	17.6	417.5	358	296.75	.247782
18	439.2	438.4	42.9	526.2	354.1	167.65	.6182833
17	-134.9	-121.8	72.6	4.7		85.6	1.634544
17	505.5	504.2	53.5	598.3	373.4	527.6	.0437191
19	507	507.5	36.5	595.6	453.7	409.5	.1923077
18	227.3	245.2	45.7	352.5	175.7	189.4	.16674
17	164.8	135.6	66.8	220.5	45.5	69.85	.5761529
12	73.5	79	20.8	129.1	57.5	68.85	.0632653
13	178	182.4	28.4	251.3	139.2	185.6	.0426966
13	144	144.3	18	175.7	114.5	205.15	.4246528
12	298.3	296.6	11.6	312.5	278.1	302.12	.0128059
9	361.6	365.1	15.9	389.6	340.8	399.51	.1048396
8	347.5	344.3	17	363.5	307	200.85	.4220144
7	119.6	114.5	30	153.4	56.4	147.84	.2361204
11	521.5	478.1	84.3	604.9	378.9	559.11	.0721189
11	535.3	550.9	60.5	667.2	468.6	-14.22	1.026565
5	11.6	11.5	1	12.5	10.1	13.9033	.1985603
4	21.6	21.5	3.1	25	17.6	24.6602	.1416759
9	35.3	34.2	3.1	37.8	27.6	29	.1784703
9	29.3	29.7	1.1	31.7	28	15.8	.4607508
6	12	12.8	3.9	18.9	8.6	5.3	.5583333
5	12.2	14.5	4.9	21.3	10.1	12.6	.0327869
3	-5.3	1.3	15.6	19.2	-9.9	-22.3	3.207547
2	14.9	14.9	24.9	32.5	-2.7	-3.18	1.213423
1	22.1	22.1		22.1	22.1	18.21	.1760181
1	43.3	43.3		43.3	43.3	43.99	.0159353
4	34	34	1.5	35.7	32	31.72	.0670588
2	45.1	45.1	.3	45.3	44.9	53.01	.175388
2	48.7	48.7	9.7	55.6	41.9	42.73	.1225873
3	52.5	53.5	1.8	55.6	52.5	57.56	.0963809
1	54.7	54.7		54.7	54.7	2.48	.9546618
2	-4	-4	10.8	3.6	-11.6	15.6	4.9
5	109.7	107.6	9.6	118.6	93	114.63	.0449407
5	129.3	129.5	5.7	138.5	123	77.81	.3982212
4	55.3	57.5	8.6	69.5	49.8	55.38	
3	52.7	52.5	3	55.4	49.4	64.14	.2170778
2	87.3	87.3	5.9	91.5	83.2	62.13	.2883162
2	75	75	1.8	76.3	73.8	58.26	.2232
1	29.1	29.1		29.1	29.1	44.34	.5237113
2	37.9	37.9	5.4	41.8	34.1	29	.2348285
3	40.4	39.7	1.2	40.4	38.4	41.76	.0336634
2	19.3	19.3	3.2	21.6	17.1	-6.13	1.317617
2	4	4	5.7	8.1	0	-5.97	2.4925
1	36.9	36.9		36.9	36.9	59.23	.605149
1	56.9	56.9		56.9	56.9	50.8662	.1060422
2	99	99	0	99	99	87	.1212121
3	91	93.7	4.6	99	91	85	.0659341
1	36	36		36	36	55	.5277778
1	86	86		86	86	52	.3953488
1	86	86		86	86	-57.9	1.673256
1	74	74		74	74	111	.5
2	99	99	0	99	99	92	.0707071
2	96	96	0	96	96	48	.5
1	33	33		33	33	13	.6060606
1	17	17		17	17	-39	3.294118
1	99	99		99	99	51.5	.479798
2	141.3	141.3	18	154	128.5	186.5	.3198868
2	138.5	138.5	0	138.5	138.5	145.5	.0505415
1	154	154		154	154	127	.1753247
1	102.5	102.5		102.5	102.5	50	.5121951
1	-66.5	-66.5		-66.5	-66.5	-45.5	.3157895
1	31	31		31	31	-68	3.193548
1						-610.4	.3212121
1	298	298		298	298	302.25	.0142617
1	-10.4	-10.4		-10.4	-10.4	-7.1301	.3144135
2	5.8	5.8	2.6	7.7	4		
4	13.8	13.4	.8	13.9	12.3	17.3847	.2597609
3	32	30.1	9.4	38.4	19.9	47.7477	.4921156
2	45.8	45.8	21.4	60.9	30.7	29.0812	.3650393
5	33.7	34	1.2	36.1	33	1.9227	.9429466
4	23.8	23.4	3.2	26.1	19.9	33.7278	.4171345
8	31.5	31.8	3	36.8	28.4	57.4415	.8235397
11	76.8	78	7.6	97.2	67.9	74.746	.0267448
9	82.6	82.8	7.1	97.2	74.7	64.4914	.2192324
15	66.8	68.5	5.7	79	55.8	77.3096	.1573293
14	82.8	85.3	6.5	99.6	76.5	106.8715	.2907186
17	109	107.9	9	125	93.4	42.7807	.6075165
16	35.2	36.5	12.6	63	21.5	-138.917	4.946506
9		-148.6	112.2	-12.1		-303.4719	.4724498
13			154.3	0		-423.63	.3661077
1	53	53		53	53	78	.4716981
1	22	22		22	22	12.2	.4454545
1	50.8	50.8		50.8	50.8	14.6	.7125984
1	66.2	66.2		66.2	66.2	-91.64	2.38429
8	24.7	25.3	2.8	31.7	22.3	26.3	.0647773
11	28.4	27.5	1.8	29.2	23.9	24.7	.1302817
9	27.2	27.8	1.9	31.3	26.3	21.6	.2058824
7	26.2	27	3.2	34	24.7	18.8	.2824427
8	23.1	22.9	.3	23.2	22.4	16.4	.2900433
7	17	16.9	.2	17	16.5	17.7	.0411765
8	18.3	17.7	1.4	19.2	15.1	16.2	.1147541
9	18.2	18.2	.9	20.2	17	18	.010989
7	18.5	18.5	.3	19	18	16.2	.1243243
9	18.5	19.2	1	21.3	18.5	23.6	.2756757
10	27.7	27.3	2	29.3	22.3	27.7	
10	27.4	27.3	3.9	32.4	19.7	20.4	.2554744
11	24.6	24.9	1.5	26.5	22.3	27.2	.1056911
10	-15.8	-15.4	2.5	-9.2	-18.5	-17.77	.1246835
13	45.7	45.3	1.3	46.9	41.6	48.38	.0586433
15	49.2	48.9	1.1	50.8	46.2	50.73	.0310976
8	54	54.8	1.7	58.7	53.6	55.55	.0287037
9	69.4	70	2.2	73.2	66.1	68.79	.0087896
12	55.4	54.4	3.7	57.9	43.8	53.64	.031769
12	53.3	54.2	2.6	59.8	50.5	46.7	.1238274
17	52.2	52.4	3.9	61.1	45.7	41.94	.1965517
10	7.2	7.6	2.8	14.3	3.1	-14.65	3.034722
16	19	19.5	4.5	29.2	14.3	23.85	.2552631
14	36.2	37.4	3	43.7	34.3	43.56	.2033149
14	55.4	56.1	2	59.4	53.7	61.28	.1061372
12	73.2	71	6.9	78	52.3	74.35	.0157104
15	73.6	73.8	4.8	79.3	64.3	69.7	.0529891
14	78.8	77.7	4.5	87.6	71.2	78.54	.0032995
13	117.2	112.9	12.2	125.5	85.4	108.14	.0773038
13	97.5	95.5	7.9	110.9	78.7	91.99	.0565128
15	103.9	104.9	4.4	116.3	99.8	106.84	.0282964
15	107.1	106.2	4.4	112.1	96.4	53.62	.4993464
13	94.6	79.7	24.9	99.8	30.4	34.37	.6366808
12	69.5	69.1	11	89.5	51.3	108.36	.5591367
13	121.7	124.9	8.8	147.9	114.9	139.42	.1456039
14	155.8	155.6	3.7	160.8	149.2	175.9735	.1294833
1	96.3	96.3		96.3	96.3	95.5	.0083074
1	76.8	76.8		76.8	76.8	89	.1588542
2	73.3	73.3	0	73.3	73.3	69	.058663
2	77.9	77.9	11.5	86	69.7	54.5	.3003851
2	36.7	36.7	12.4	45.5	28	14.75	.5980926
1	-155.7	-155.7			-155.7	-232	.490045
2	76.8	76.8	0	76.8	76.8	73.975	.0367839
1	172.3	172.3		172.3	172.3	210.525	.2218514
3	8.9	10.5	2.7	13.6	8.9	9.3	.0449438
2	19.1	19.1	0	19.1	19.1	23.5	.2303665
2	30	30	0	30	30	22.5	.25
1	17.1	17.1		17.1	17.1	21.5	.2573099
2	30.5	30.5	6.2	34.9	26.1	44.8	.4688525
2	47.2	47.2	0	47.2	47.2	60.4	.279661
2	54.3	54.3	2.1	55.8	52.9	46.56	.1425414
2	61.4	61.4	2	62.8	60	55.69	.0929967
3	78	78.1	1.3	79.4	76.8	78.79	.0101282
3	94	92.1	6.1	97	85.3	88.86	.0546809
2	92.8	92.8	3.4	95.2	90.4	91.08	.0185345
1	100.9	100.9		100.9	100.9	97.66	.032111
1	90.4	90.4		90.4	90.4	81.28	.100885
1	72	72		72	72	54.68	.2405556
2	64.2	64.2	3.9	67	61.4	69.25	.0786604
2	75.7	75.7	1.3	76.6	74.8	83.0199	.0966962
2	95.8	95.8	1.1	96.6	95	91.75	.0422756
3	104.2	105.2	1.8	107.3	104.2	116.98	.1226488
3	127.2	130.3	6.7	137.9	125.7	126.01	.0093553
3	150.8	152.2	6.7	159.4	146.3	155.99	.0344164
2	155	155	2.5	156.8	153.2	152.62	.0153548
1	165.4	165.4		165.4	165.4	169.48	.0246675
3	185.3	185.1	.7	185.6	184.3	183.76	.0083108
2	205.4	205.4	2.5	207.2	203.7	203.95	.0070594
2	213.2	213.2	.4	213.5	212.9	195.01	.085319
3	140.7	141.8	4.7	147	137.8	164.79	.1712154
2	199.1	199.1	4.3	202.1	196	200.8819	.0089498
2	213.1	213.1	1.6	214.2	212	157.2652	.2620122
1	64	64		64	64	79	.234375
1	43	43		43	43	-28	1.651163
1	-85	-85		-85	-85	-37	.5647059
1	-96	-96		-96	-96	-156	.625
1	21	21		21	21	-355.5	17.92857
1	78.2	78.2		78.2	78.2	109.9999	.4066483
1	35.5	35.5		35.5	35.5	-262.727	8.400761
1	-12.7	-12.7		-12.7	-12.7	-147.2726	10.59627
1	6.4	6.4		6.4	6.4	58.1818	8.090906
1	6.4	6.4		6.4	6.4	-260.9997	
3	12.9	12.9	7.2	20.1	5.8	14.2	.1007752
4	16.9	17.5	5.6	24.1	12.2	11.43	.3236686
2	192	192	0	192	192	212	.1041667
